FIPSCode,QB1a
2501752805,11
2501756130,13
2501761380,4
2501761590,4
2501762535,68
2501767665,2
2501768050,7
2501768260,14
2501769415,6
2501770360,2
2501771025,0
2501772215,2
2501772600,13
2501773440,24
2501773790,10
2501776135,8
2501777255,12
2501780230,4
2501780510,20
2501781035,8
2501943790,6
2502102935,1
2502104930,0
2502107665,7
2502109175,87
2502111315,5
2502114640,9
2502116495,6
2502117405,4
2502124820,7
2502125100,3
2502130455,3
2502139765,11
2502139975,2
2502141515,0
2502141690,19
2502144105,20
2502146050,4
2502150250,12
2502154100,0
2502155745,20
2502155955,6
2502160785,12
2502167945,4
2502172495,5
2502174175,35
2502178690,11
2502178865,5
2502182315,1
2502300170,0
2502308085,1
2502309000,8
2502311665,0
2502317895,7
2502318455,1
2502327795,1
2502328285,4
2502328495,0
2502330210,3
2502331645,3
2502333220,0
2502333920,2
2502338540,7
2502338855,1
2502339450,1
2502340850,7
2502350145,3
2502352630,1
2502354310,17
2502354415,0
2502357600,1
2502357775,0
2502360330,15
2502372985,2
2502375260,2
2502379530,0
2502507000,253
2502513205,2
2502556585,7
2502580930,5
2502701885,2
2502702480,1
2502702760,2
2502703740,1
2502705490,1
2502706015,1
2502706365,3
2502707525,0
2502709105,0
2502712715,0
2502714395,1
2502717300,0
2502717685,0
2502718560,1
2502723875,1
2502725485,8
2502726430,2
2502728740,1
2502728950,5
2502730560,3
2502730945,1
2502731435,2
2502734165,2
2502734795,2
2502735075,5
2502737420,2
2502740255,3
2502741165,4
2502741340,0
2502741585,1
2502745105,0
2502746820,5
2502746925,6
2502747135,0
2502750670,0
2502751825,4
2502752420,0
2502753120,0
2502753225,1
2502755395,2
2502758580,1
2502758825,1
2502761800,12
2502763165,0
2502763270,2
2502766105,4
2502767385,5
2502768155,3
2502768610,3
2502769275,0
2502771480,1
2502771620,1
2502773090,0
2502773895,1
2502775015,5
2502775155,1
2502775400,0
2502777010,3
2502780405,0
2502782000,29
2600100000,5
2600300000,10
2600500000,22
2600700000,5
2600900000,74
2601100000,3
2601300000,3
2601500000,17
2601700000,25
2601900000,20
2602100000,82
2602300000,9
2602500000,25
2602700000,8
2602900000,9
2603100000,11
2603300000,14
2603500000,8
2603700000,27
2603900000,86
2604100000,11
2604300000,9
2604500000,34
2604700000,19
2604900000,75
2605100000,4
2605300000,3
2605500000,54
2605700000,6
2605900000,5
2606100000,17
2606300000,11
2606500000,152
2606700000,439
2606900000,13
2607100000,6
2607300000,14
2607500000,51
2607700000,113
2607900000,4
2608100000,268
2608300000,9
2608500000,0
2608700000,26
2608900000,165
2609100000,52
2609300000,76
2609500000,4
2609700000,3
2609900000,191
2610100000,18
2610300000,37
2610500000,56
2610700000,17
2610900000,2
2611100000,37
2611300000,1
2611500000,33
2611700000,17
2611900000,1
2612100000,51
2612300000,11
2612500000,608
2612700000,12
2612900000,8
2613100000,0
2613300000,6
2613500000,4
2613700000,7
2613900000,87
2614100000,2
2614300000,13
2614500000,41
2614700000,1
2614900000,35
2615100000,36
2615300000,11
2615500000,5
2615700000,199
2615900000,17
2616100000,451
2616300000,403
2616500000,9
2700100000,9
2700300000,125
2700500000,11
2700700000,19
2700900000,16
2701100000,4
2701300000,20
2701500000,7
2701700000,13
2701900000,30
2702100000,15
2702300000,3
2702500000,13
2702700000,16
2702900000,3
2703100000,5
2703300000,8
2703500000,35
2703700000,228
2703900000,6
2704100000,11
2704300000,38
2704500000,7
2704700000,9
2704900000,32
2705100000,3
2705300000,788
2705500000,10
2705700000,3
2705900000,20
2706100000,18
2706300000,3
2706500000,5
2706700000,17
2706900000,1
2707100000,10
2707300000,1
2707500000,8
2707700000,2
2707900000,7
2708100000,7
2708300000,8
2708500000,13
2708700000,0
2708900000,5
2709100000,5
2709300000,10
2709500000,12
2709700000,10
2709900000,8
2710100000,3
2710300000,9
2710500000,2
2710700000,3
2710900000,67
2711100000,25
2711300000,1
2711500000,8
2711700000,3
2711900000,11
2712100000,3
2712300000,346
2712500000,2
2712700000,7
2712900000,10
2713100000,34
2713300000,1
2713500000,11
2713700000,92
2713900000,43
2714100000,31
2714300000,6
2714500000,60
2714700000,15
2714900000,2
2715100000,1
2715300000,18
2715500000,1
2715700000,8
2715900000,2
2716100000,3
2716300000,113
2716500000,3
2716700000,3
2716900000,17
2717100000,45
2717300000,3
2800100000,2
2800300000,4
2800500000,1
2800700000,0
2800900000,1
2801100000,0
2801300000,0
2801500000,0
2801700000,0
2801900000,2
2802100000,0
2802300000,3
2802500000,4
2802700000,
2802900000,1
2803100000,6
2803300000,18
2803500000,8
2803700000,1
2803900000,3
2804100000,0
2804300000,0
2804500000,6
2804700000,36
2804900000,
2805100000,
2805300000,
2805500000,1
2805700000,4
2805900000,16
2806100000,-999999
2806300000,
2806500000,
2806700000,
2806900000,
2807100000,10
2807300000,8
2807500000,17
2807700000,0
2807900000,1
2808100000,18
2808300000,
2808500000,
2808700000,12
2808900000,9
2809100000,4
2809300000,4
2809500000,4
2809700000,0
2809900000,
2810100000,1
2810300000,0
2810500000,10
2810700000,0
2810900000,1
2811100000,7
2811300000,1
2811500000,3
2811700000,2
2811900000,0
2812100000,19
2812300000,3
2812500000,
2812700000,
2812900000,
2813100000,8
2813300000,0
2813500000,0
2813700000,3
2813900000,1
2814100000,3
2814300000,-999999
2814500000,3
2814700000,0
2814900000,10
2815100000,
2815300000,2
2815500000,0
2815700000,
2815900000,3
2816100000,
2816300000,
2900100000,15
2900300000,2
2900500000,3
2900700000,2
2900900000,5
2901100000,0
2901300000,2
2901500000,10
2901700000,2
2901900000,87
2902100000,18
2902300000,4
2902500000,6
2902700000,12
2902900000,8
2903100000,17
2903300000,3
2903500000,0
2903700000,36
2903900000,8
2904100000,2
2904300000,18
2904500000,0
2904700000,47
2904900000,4
2905100000,27
2905300000,1
2905500000,2
2905700000,1
2905900000,1
2906100000,2
2906300000,1
2906500000,3
2906700000,13
2906900000,5
2907100000,35
2907300000,0
2907500000,0
2907700000,86
2907900000,2
2908100000,0
2908300000,2
2908500000,0
2908700000,0
2908900000,4
2909100000,12
2909300000,5
2909500000,68
2909700000,23
2909900000,56
2910100000,39
2910300000,0
2910500000,9
2910700000,8
2910900000,7
2911100000,6
2911300000,6
2911500000,4
2911700000,10
2911900000,19
2912100000,4
2912300000,4
2912500000,2
2912700000,15
2912900000,0
2913100000,31
2913300000,0
2913500000,5
2913700000,0
2913900000,4
2914100000,6
2914300000,1
2914500000,30
2914700000,6
2914900000,0
2915100000,4
2915300000,4
2915500000,3
2915700000,2
2915900000,5
2916100000,17
2916300000,0
2916500000,32
2916700000,2
2916900000,45
2917100000,0
2917300000,2
2917500000,3
2917700000,5
2917900000,7
2918100000,1
2918300000,84
2918500000,3
2918600000,0
2918700000,15
2918900000,405
2919500000,0
2919700000,1
2919900000,0
2920100000,1
2920300000,4
2920500000,1
2920700000,4
2920900000,3
2921100000,3
2921300000,4
2921500000,12
2921700000,2
2921900000,12
2922100000,3
2922300000,2
2922500000,12
2922700000,0
2922900000,3
2938000000,47
2951000000,49
3000100000,19
3000300000,22
3000500000,6
3000700000,13
3000900000,32
3001100000,5
3001300000,42
3001500000,11
3001700000,11
3001900000,6
3002100000,7
3002300000,2
3002500000,2
3002700000,0
3002900000,52
3003100000,201
3003300000,1
3003500000,22
3003700000,1
3003900000,8
3004100000,12
3004300000,45
3004500000,2
3004700000,43
3004900000,219
3005100000,12
3005300000,44
3005500000,4
3005700000,19
3005900000,2
3006100000,1
3006300000,289
3006500000,4
3006700000,44
3006900000,3
3007100000,10
3007300000,5
3007500000,3
3007700000,18
3007900000,7
3008100000,109
3008300000,6
3008500000,18
3008700000,12
3008900000,15
3009100000,20
3009300000,71
3009500000,11
3009700000,3
3009900000,20
3010100000,13
3010300000,0
3010500000,14
3010700000,1
3010900000,4
3011100000,226
3100100000,1
3100300000,1
3100500000,0
3100700000,0
3100900000,0
3101100000,2
3101300000,1
3101500000,0
3101700000,0
3101900000,2
3102100000,1
3102300000,0
3102500000,6
3102700000,0
3102900000,0
3103100000,1
3103300000,0
3103500000,0
3103700000,1
3103900000,4
3104100000,1
3104300000,1
3104500000,0
3104700000,1
3104900000,1
3105100000,1
3105300000,1
3105500000,94
3105700000,0
3105900000,0
3106100000,0
3106300000,0
3106500000,0
3106700000,0
3106900000,0
3107100000,0
3107300000,0
3107500000,0
3107700000,0
3107900000,11
3108100000,3
3108300000,0
3108500000,0
3108700000,0
3108900000,0
3109100000,0
3109300000,4
3109500000,4
3109700000,0
3109900000,2
3110100000,1
3110300000,0
3110500000,1
3110700000,1
3110900000,86
3111100000,2
3111300000,0
3111500000,0
3111700000,0
3111900000,9
3112100000,3
3112300000,2
3112500000,0
3112700000,3
3112900000,0
3113100000,3
3113300000,0
3113500000,1
3113700000,1
3113900000,1
3114100000,7
3114300000,4
3114500000,7
3114700000,0
3114900000,0
3115100000,0
3115300000,45
3115500000,1
3115700000,1
3115900000,0
3116100000,2
3116300000,0
3116500000,0
3116700000,0
3116900000,0
3117100000,0
3117300000,1
3117500000,0
3117700000,5
3117900000,0
3118100000,0
3118300000,0
3118500000,1
3200100000,66
3200300000,1201
3200500000,73
3200700000,16
3200900000,0
3201100000,5
3201300000,14
3201500000,8
3201700000,4
3201900000,24
3202100000,6
3202300000,79
3202700000,1
3202900000,15
3203100000,266
3203300000,21
3251000000,53
3300101060,7
3300103220,8
3300104740,2
3300110660,3
3300128740,3
3300128980,1
3300140181,1
3300140182,2
3300140183,6
3300140184,0
3300140185,2
3300140186,1
3300147140,3
3300151540,3
3300167300,5
3300177060,3
3300300420,0
3300303700,1
3300307940,0
3300311780,0
3300314660,3
3300323380,6
3300323620,3
3300327700,4
3300332500,0
3300334500,0
3300338260,2
3300345060,6
3300349380,6
3300358740,0
3300367780,3
3300376100,8
3300377620,6
3300378180,2
3300386420,2
3300500820,0
3300512260,4
3300519140,10
3300526500,3
3300529220,0
3300534420,1
3300536660,0
3300538500,1
3300539301,1
3300539302,1
3300539303,5
3300539304,2
3300539305,7
3300545460,0
3300545700,2
3300550580,6
3300564420,1
3300564580,2
3300565700,0
3300573700,6
3300574900,0
3300575300,0
3300575700,3
3300577380,0
3300578420,2
3300582660,0
3300585540,0
3300702420,0
3300704100,0
3300704260,0
3300705140,6
3300708420,0
3300710100,0
3300711220,0
3300713220,0
3300713780,4
3300713940,0
3300716100,0
3300716660,0
3300716820,0
3300718340,0
3300718420,0
3300719300,0
3300725140,0
3300725180,0
3300730260,3
3300731780,0
3300732420,0
3300738820,0
3300739940,0
3300740420,1
3300743620,0
3300746020,0
3300747860,2
3300748260,0
3300756100,0
3300757860,0
3300761620,0
3300761780,0
3300763860,3
3300767860,0
3300768500,0
3300768980,1
3300773060,0
3300773380,0
3300774180,0
3300774500,0
3300776580,0
3300780740,0
3300784420,2
3300900580,1
3300902020,0
3300903940,4
3300905060,0
3300905460,0
3300907540,2
3300907700,0
3300908660,1
3300908980,1
3300918740,0
3300922020,1
3300923860,0
3300924340,6
3300927300,0
3300930820,1
3300932180,0
3300933860,28
3300934820,2
3300935220,0
3300936900,3
3300940660,0
3300941301,2
3300941302,1
3300941303,1
3300941860,1
3300942020,2
3300942580,2
3300942820,0
3300944100,0
3300944260,7
3300948980,1
3300958340,0
3300958500,0
3300961060,0
3300962660,2
3300965940,3
3300974740,0
3300976740,0
3300978740,0
3300979380,3
3300980500,0
3300987060,3
3301101300,10
3301101700,7
3301104500,19
3301104900,0
3301108100,1
3301117780,0
3301127140,3
3301129860,7
3301131540,3
3301131940,0
3301133700,5
3301136180,2
3301137140,6
3301137940,12
3301142260,0
3301144580,2
3301145141,7
3301145142,8
3301145143,3
3301145144,3
3301145145,1
3301145146,4
3301145147,2
3301145148,3
3301145149,3
3301145150,4
3301145151,3
3301145152,8
3301146260,3
3301147540,16
3301148020,5
3301149140,2
3301150261,9
3301150262,13
3301150263,15
3301150264,2
3301150265,8
3301150266,4
3301150267,7
3301150268,7
3301150269,2
3301150740,4
3301151940,1
3301159940,3
3301160580,9
3301168820,0
3301176260,1
3301179780,10
3301185220,3
3301185940,0
3301300660,0
3301301460,3
3301306260,0
3301306500,2
3301306980,0
3301309860,4
3301312420,0
3301314201,6
3301314202,1
3301314203,3
3301314204,2
3301314205,6
3301314206,0
3301314207,6
3301314208,4
3301314209,1
3301314210,3
3301316980,0
3301319460,1
3301324900,0
3301327381,0
3301327382,0
3301327383,1
3301335540,5
3301335860,1
3301337300,4
3301337540,3
3301343380,5
3301350900,0
3301352100,13
3301354260,0
3301360020,3
3301361940,3
3301366980,0
3301375460,0
3301378580,1
3301380020,1
3301384900,2
3301502340,4
3301502820,2
3301507220,1
3301509300,9
3301512100,2
3301517140,0
3301517460,3
3301517940,18
3301521380,1
3301524660,1
3301525380,9
3301527940,0
3301531700,6
3301532900,0
3301533060,13
3301533460,2
3301539780,0
3301540100,3
3301543220,9
3301550980,2
3301551380,0
3301551620,3
3301552340,6
3301552900,4
3301554580,3
3301556820,1
3301557460,2
3301562500,7
3301562901,12
3301562902,3
3301562903,6
3301562904,5
3301562905,5
3301564020,3
3301566180,16
3301566660,10
3301567620,1
3301568260,0
3301571140,0
3301574340,4
3301585780,15
3301703460,12
3301718821,4
3301718822,4
3301718823,2
3301718824,6
3301718825,4
3301718826,5
3301719700,10
3301726020,2
3301741460,4
3301744820,4
3301747700,0
3301748660,4
3301751220,1
3301765141,5
3301765142,2
3301765143,5
3301765144,1
3301765145,1
3301765146,1
3301765540,1
3301769941,2
3301769942,0
3301769943,1
3301769944,1
3301769945,0
3301773860,0
3301900260,1
3301911380,2
3301912901,2
3301912902,2
3301912903,1
3301915060,1
3301916340,3
3301930500,0
3301931220,5
3301940900,0
3301941700,0
3301952580,0
3301962340,2
3301972740,0
3301975060,5
3301977940,0
3301978980,0
3400100000,28
3400300000,196
3400500000,70
3400700000,111
3400900000,16
3401100000,14
3401300000,39
3401500000,35
3401700000,86
3401900000,46
3402100000,115
3402300000,145
3402500000,112
3402700000,93
3402900000,126
3403100000,48
3403300000,11
3403500000,59
3403700000,48
3403900000,93
3404100000,14
3500100000,250
3500300000,7
3500500000,5
3500600000,7
3500700000,
3500900000,11
3501100000,0
3501300000,57
3501500000,10
3501700000,
3501900000,0
3502100000,0
3502300000,0
3502500000,4
3502700000,12
3502800000,10
3502900000,3
3503100000,6
3503300000,
3503500000,43
3503700000,0
3503900000,2
3504100000,6
3504300000,44
3504500000,37
3504700000,2
3504900000,104
3505100000,0
3505300000,9
3505500000,
3505700000,2
3505900000,3
3506100000,9
3600100000,513
3600300000,77
3600500000,1821
3600700000,397
3600900000,107
3601100000,105
3601300000,200
3601500000,142
3601700000,80
3601900000,80
3602100000,101
3602300000,44
3602500000,82
3602700000,378
3602900000,2055
3603100000,127
3603300000,69
3603500000,50
3603700000,94
3603900000,95
3604100000,28
3604300000,93
3604500000,252
3604700000,8478
3604900000,2
3605100000,107
3605300000,96
3605500000,1301
3605700000,57
3605900000,2758
3606100000,11989
3606300000,433
3606500000,424
3606700000,877
3606900000,187
3607100000,460
3607300000,34
3607500000,177
3607700000,161
3607900000,227
3608100000,6411
3608300000,148
3608500000,828
3608700000,1314
3608900000,247
3609100000,458
3609300000,307
3609500000,64
3609700000,55
3609900000,55
3610100000,197
3610300000,1714
3610500000,223
3610700000,73
3610900000,526
3611100000,276
3611300000,149
3611500000,86
3611700000,137
3611900000,2240
3612100000,59
3612300000,73
3700100000,21
3700300000,5
3700500000,5
3700700000,3
3700900000,5
3701100000,1
3701300000,10
3701500000,7
3701700000,5
3701900000,16
3702100000,155
3702300000,12
3702500000,58
3702700000,7
3702900000,5
3703100000,52
3703300000,0
3703500000,20
3703700000,42
3703900000,7
3704100000,3
3704300000,7
3704500000,20
3704700000,5
3704900000,47
3705100000,242
3705300000,13
3705500000,14
3705700000,22
3705900000,11
3706100000,7
3706300000,235
3706500000,4
3706700000,107
3706900000,7
3707100000,38
3707300000,1
3707500000,1
3707700000,14
3707900000,2
3708100000,141
3708300000,7
3708500000,67
3708700000,15
3708900000,26
3709100000,4
3709300000,38
3709500000,1
3709700000,51
3709900000,7
3710100000,33
3710300000,0
3710500000,15
3710700000,2
3710900000,18
3711100000,10
3711300000,12
3711500000,10
3711700000,2
3711900000,258
3712100000,5
3712300000,8
3712500000,64
3712700000,26
3712900000,90
3713100000,1
3713300000,117
3713500000,183
3713700000,7
3713900000,13
3714100000,26
3714300000,3
3714500000,3
3714700000,29
3714900000,3
3715100000,29
3715300000,11
3715500000,23
3715700000,14
3715900000,20
3716100000,28
3716300000,9
3716500000,6
3716700000,13
3716900000,8
3717100000,10
3717300000,1
3717500000,12
3717700000,1
3717900000,38
3718100000,4
3718300000,414
3718500000,6
3718700000,2
3718900000,20
3719100000,42
3719300000,8
3719500000,13
3719700000,5
3719900000,8
3800100000,2
3800300000,3
3800500000,2
3800700000,1
3800900000,7
3801100000,0
3801300000,0
3801500000,59
3801700000,108
3801900000,0
3802100000,5
3802300000,0
3802500000,3
3802700000,0
3802900000,2
3803100000,0
3803300000,0
3803500000,43
3803700000,0
3803900000,0
3804100000,0
3804300000,0
3804500000,2
3804700000,1
3804900000,2
3805100000,0
3805300000,0
3805500000,3
3805700000,2
3805900000,8
3806100000,1
3806300000,1
3806500000,1
3806700000,4
3806900000,0
3807100000,4
3807300000,3
3807500000,0
3807700000,8
3807900000,0
3808100000,4
3808300000,0
3808500000,0
3808700000,0
3808900000,5
3809100000,0
3809300000,10
3809500000,1
3809700000,5
3809900000,5
3810100000,36
3810300000,3
3810500000,3
3900100000,0
3900300000,29
3900500000,13
3900700000,23
3900900000,35
3901100000,16
3901300000,17
3901500000,8
3901700000,79
3901900000,6
3902100000,15
3902300000,37
3902500000,49
3902700000,14
3902900000,23
3903100000,9
3903300000,8
3903500000,328
3903700000,14
3903900000,12
3904100000,50
3904300000,18
3904500000,34
3904700000,5
3904900000,299
3905100000,10
3905300000,7
3905500000,35
3905700000,94
3905900000,10
3906100000,249
3906300000,20
3906500000,4
3906700000,6
3906900000,5
3907100000,7
3907300000,4
3907500000,6
3907700000,24
3907900000,7
3908100000,18
3908300000,11
3908500000,59
3908700000,10
3908900000,51
3909100000,10
3909300000,70
3909500000,101
3909700000,6
3909900000,39
3910100000,12
3910300000,53
3910500000,8
3910700000,8
3910900000,25
3911100000,2
3911300000,163
3911500000,3
3911700000,7
3911900000,22
3912100000,5
3912300000,11
3912500000,3
3912700000,3
3912900000,13
3913100000,2
3913300000,41
3913500000,10
3913700000,5
3913900000,25
3914100000,12
3914300000,10
3914500000,20
3914700000,13
3914900000,11
3915100000,77
3915300000,127
3915500000,44
3915700000,25
3915900000,14
3916100000,4
3916300000,3
3916500000,50
3916700000,7
3916900000,33
3917100000,15
3917300000,44
3917500000,5
4000100000,8
4000300000,10
4000500000,13
4000700000,4
4000900000,9
4001100000,6
4001300000,20
4001500000,20
4001700000,172
4001900000,24
4002100000,49
4002300000,9
4002500000,1
4002700000,537
4002900000,5
4003100000,267
4003300000,10
4003500000,11
4003700000,51
4003900000,19
4004100000,35
4004300000,0
4004500000,2
4004700000,176
4004900000,8
4005100000,51
4005300000,10
4005500000,2
4005700000,0
4005900000,2
4006100000,5
4006300000,5
4006500000,77
4006700000,4
4006900000,2
4007100000,47
4007300000,11
4007500000,2
4007700000,4
4007900000,29
4008100000,28
4008300000,55
4008500000,8
4008700000,33
4008900000,13
4009100000,8
4009300000,5
4009500000,5
4009700000,23
4009900000,6
4010100000,64
4010300000,11
4010500000,0
4010700000,8
4010900000,1026
4011100000,27
4011300000,47
4011500000,27
4011700000,8
4011900000,111
4012100000,38
4012300000,24
4012500000,71
4012700000,8
4012900000,3
4013100000,95
4013300000,20
4013500000,14
4013700000,26
4013900000,14
4014100000,5
4014300000,838
4014500000,80
4014700000,81
4014900000,3
4015100000,9
4015300000,16
4100100000,54
4100300000,492
4100500000,986
4100700000,159
4100900000,169
4101100000,234
4101300000,37
4101500000,47
4101700000,426
4101900000,251
4102100000,10
4102300000,12
4102500000,18
4102700000,75
4102900000,568
4103100000,36
4103300000,233
4103500000,192
4103700000,13
4103900000,1382
4104100000,131
4104300000,240
4104500000,103
4104700000,857
4104900000,25
4105100000,2510
4105300000,196
4105500000,11
4105700000,85
4105900000,132
4106100000,67
4106300000,35
4106500000,68
4106700000,1342
4106900000,7
4107100000,290
4200100000,21
4200300000,315
4200500000,15
4200700000,45
4200900000,2
4201100000,77
4201300000,17
4201500000,13
4201700000,224
4201900000,47
4202100000,40
4202300000,0
4202500000,24
4202700000,172
4202900000,202
4203100000,15
4203300000,11
4203500000,6
4203700000,14
4203900000,28
4204100000,117
4204300000,90
4204500000,199
4204700000,6
4204900000,52
4205100000,25
4205300000,0
4205500000,45
4205700000,4
4205900000,15
4206100000,4
4206300000,13
4206500000,10
4206700000,24
4206900000,169
4207100000,106
4207300000,21
4207500000,34
4207700000,102
4207900000,53
4208100000,33
4208300000,7
4208500000,26
4208700000,14
4208900000,26
4209100000,272
4209300000,5
4209500000,73
4209700000,24
4209900000,12
4210100000,3976
4210300000,22
4210500000,7
4210700000,26
4210900000,8
4211100000,32
4211300000,2
4211500000,8
4211700000,10
4211900000,7
4212100000,15
4212300000,12
4212500000,30
4212700000,26
4212900000,86
4213100000,2
4213300000,106
4400105140,12
4400109280,7
4400173760,1
4400318640,8
4400322240,8
4400374300,16
4400377720,0
4400378440,1
4400536820,4
4400542400,1
4400545460,7
4400549960,18
4400557880,12
4400570880,4
4400711800,3
4400714140,1
4400719180,9
4400720080,6
4400722960,6
4400727460,1
4400730340,3
4400737720,1
4400741500,5
4400751760,4
4400752480,4
4400754640,2
4400759000,57
4400764220,4
4400766200,4
4400780780,0
4400914500,3
4400925300,3
4400935380,0
4400948340,5
4400950500,0
4400951580,17
4400961160,1
4400967460,15
4400977000,7
4500100000,2
4500300000,28
4500500000,1
4500700000,26
4500900000,0
4501100000,4
4501300000,45
4501500000,69
4501700000,4
4501900000,154
4502100000,4
4502300000,1
4502500000,0
4502700000,5
4502900000,3
4503100000,8
4503300000,0
4503500000,41
4503700000,1
4503900000,1
4504100000,19
4504300000,20
4504500000,129
4504700000,12
4504900000,2
4505100000,31
4505300000,0
4505500000,14
4505700000,1
4505900000,2
4506100000,9
4506300000,29
4506500000,0
4506700000,6
4506900000,1
4507100000,8
4507300000,22
4507500000,13
4507700000,32
4507900000,146
4508100000,3
4508300000,27
4508500000,38
4508700000,1
4508900000,6
4509100000,47
4600300000,2
4600500000,11
4600700000,1
4600900000,5
4601100000,19
4601300000,19
4601500000,0
4601700000,0
4601900000,2
4602100000,0
4602300000,4
4602500000,0
4602700000,16
4602900000,5
4603100000,3
4603300000,4
4603500000,11
4603700000,5
4603900000,2
4604100000,1
4604300000,0
4604500000,1
4604700000,5
4604900000,2
4605100000,12
4605300000,0
4605500000,1
4605700000,2
4605900000,0
4606100000,0
4606300000,0
4606500000,11
4606700000,1
4606900000,1
4607100000,0
4607300000,0
4607500000,0
4607700000,2
4607900000,18
4608100000,19
4608300000,28
4608500000,2
4608700000,1
4608900000,1
4609100000,3
4609300000,38
4609500000,0
4609700000,2
4609900000,109
4610100000,6
4610300000,139
4610500000,0
4610700000,3
4610900000,7
4611100000,1
4611300000,0
4611500000,6
4611700000,1
4611900000,2
4612100000,1
4612300000,4
4612500000,3
4612700000,5
4612900000,3
4613500000,11
4613700000,0
4700100000,36
4700300000,7
4700500000,0
4700700000,0
4700900000,51
4701100000,29
4701300000,8
4701500000,10
4701700000,7
4701900000,39
4702100000,13
4702300000,6
4702500000,7
4702700000,1
4702900000,11
4703100000,18
4703300000,0
4703500000,16
4703700000,169
4703900000,1
4704100000,3
4704300000,7
4704500000,4
4704700000,6
4704900000,4
4705100000,17
4705300000,12
4705500000,8
4705700000,2
4705900000,28
4706100000,4
4706300000,19
4706500000,149
4706700000,3
4706900000,2
4707100000,4
4707300000,10
4707500000,3
4707700000,4
4707900000,15
4708100000,7
4708300000,0
4708500000,7
4708700000,5
4708900000,10
4709100000,9
4709300000,147
4709500000,1
4709700000,7
4709900000,3
4710100000,2
4710300000,22
4710500000,19
4710700000,12
4710900000,5
4711100000,0
4711300000,24
4711500000,10
4711700000,13
4711900000,20
4712100000,3
4712300000,14
4712500000,284
4712700000,10
4712900000,4
4713100000,6
4713300000,6
4713500000,2
4713700000,5
4713900000,1
4714100000,32
4714300000,16
4714500000,24
4714700000,16
4714900000,81
4715100000,2
4715300000,6
4715500000,11
4715700000,212
4715900000,5
4716100000,12
4716300000,50
4716500000,53
4716700000,25
4716900000,3
4717100000,10
4717300000,2
4717500000,2
4717700000,8
4717900000,39
4718100000,2
4718300000,9
4718500000,7
4718700000,60
4718900000,22
4800100000,9
4800300000,2
4800500000,21
4800700000,6
4800900000,1
4801100000,0
4801300000,9
4801500000,
4801700000,0
4801900000,7
4802100000,23
4802300000,1
4802500000,1
4802700000,494
4802900000,1413
4803100000,0
4803300000,0
4803500000,8
4803700000,22
4803900000,178
4804100000,96
4804300000,138
4804500000,5
4804700000,-999999
4804900000,6
4805100000,2
4805300000,25
4805500000,23
4805700000,7
4805900000,0
4806100000,47
4806300000,7
4806500000,-999999
4806700000,6
4806900000,0
4807100000,6
4807300000,19
4807500000,0
4807700000,0
4807900000,0
4808100000,0
4808300000,0
4808500000,240
4808700000,-999999
4808900000,0
4809100000,101
4809300000,2
4809500000,0
4809700000,11
4809900000,202
4810100000,0
4810300000,0
4810500000,0
4810700000,0
4810900000,0
4811100000,5
4811300000,1277
4811500000,0
4811700000,4
4811900000,2
4812100000,260
4812300000,4
4812500000,
4812700000,
4812900000,3
4813100000,0
4813300000,2
4813500000,13
4813700000,1
4813900000,33
4814100000,381
4814300000,7
4814500000,1
4814700000,0
4814900000,8
4815100000,0
4815300000,0
4815500000,0
4815700000,128
4815900000,1
4816100000,5
4816300000,0
4816500000,0
4816700000,108
4816900000,0
4817100000,25
4817300000,0
4817500000,3
4817700000,-999999
4817900000,1
4818100000,30
4818300000,28
4818500000,10
4818700000,211
4818900000,6
4819100000,0
4819300000,0
4819500000,0
4819700000,0
4819900000,-999999
4820100000,2420
4820300000,13
4820500000,1
4820700000,0
4820900000,61
4821100000,2
4821300000,18
4821500000,54
4821700000,3
4821900000,1
4822100000,29
4822300000,10
4822500000,3
4822700000,2
4822900000,0
4823100000,29
4823300000,0
4823500000,0
4823700000,1
4823900000,0
4824100000,49
4824300000,-999999
4824500000,45
4824700000,0
4824900000,5
4825100000,40
4825300000,3
4825500000,0
4825700000,12
4825900000,25
4826100000,0
4826300000,0
4826500000,11
4826700000,0
4826900000,0
4827100000,-999999
4827300000,32
4827500000,-999999
4827700000,15
4827900000,0
4828100000,20
4828300000,0
4828500000,9
4828700000,8
4828900000,7
4829100000,10
4829300000,4
4829500000,6
4829700000,0
4829900000,30
4830100000,0
4830300000,100
4830500000,0
4830700000,1
4830900000,79
4831100000,-999999
4831300000,9
4831500000,1
4831700000,1
4831900000,6
4832100000,5
4832300000,0
4832500000,0
4832700000,0
4832900000,33
4833100000,3
4833300000,0
4833500000,0
4833700000,-999999
4833900000,167
4834100000,-999999
4834300000,0
4834500000,0
4834700000,13
4834900000,14
4835100000,2
4835300000,2
4835500000,296
4835700000,1
4835900000,1
4836100000,29
4836300000,14
4836500000,0
4836700000,55
4836900000,-999999
4837100000,0
4837300000,8
4837500000,17
4837700000,0
4837900000,0
4838100000,50
4838300000,1
4838500000,1
4838700000,0
4838900000,1
4839100000,0
4839300000,0
4839500000,2
4839700000,27
4839900000,1
4840100000,9
4840300000,1
4840500000,1
4840700000,7
4840900000,26
4841100000,-999999
4841300000,1
4841500000,4
4841700000,-999999
4841900000,-999999
4842100000,0
4842300000,53
4842500000,5
4842700000,
4842900000,1
4843100000,0
4843300000,0
