FIPSCode,QB1a
4843500000,0
4843700000,1
4843900000,554
4844100000,188
4844300000,2
4844500000,0
4844700000,0
4844900000,5
4845100000,159
4845300000,554
4845500000,10
4845700000,13
4845900000,13
4846100000,0
4846300000,0
4846500000,-999999
4846700000,28
4846900000,21
4847100000,25
4847300000,2
4847500000,0
4847700000,21
4847900000,24
4848100000,22
4848300000,0
4848500000,175
4848700000,0
4848900000,0
4849100000,190
4849300000,32
4849500000,0
4849700000,20
4849900000,24
4850100000,-999999
4850300000,5
4850500000,0
4850700000,-999999
4900100000,10
4900300000,168
4900500000,717
4900700000,34
4900900000,0
4901100000,3854
4901300000,62
4901500000,8
4901700000,14
4901900000,28
4902100000,180
4902300000,4
4902500000,22
4902700000,75
4902900000,26
4903100000,1
4903300000,6
4903500000,4861
4903700000,31
4903900000,209
4904100000,130
4904300000,374
4904500000,322
4904700000,80
4904900000,5066
4905100000,68
4905300000,660
4905500000,1
4905700000,1493
5000100325,2
5000108575,0
5000109025,0
5000116000,0
5000126275,0
5000128600,-999999
5000129575,0
5000131525,-999999
5000139325,0
5000140075,0
5000144350,-999999
5000145550,110
5000148700,2
5000153725,0
5000153950,1
5000159650,4
5000162575,0
5000165050,-999999
5000170075,0
5000174650,0
5000176075,1
5000183275,0
5000183800,0
5000301450,1
5000304825,-999999
5000317725,1
5000339025,0
5000342850,-999999
5000355000,0
5000357025,0
5000358600,1
5000361000,0
5000362875,1
5000363175,0
5000363550,-999999
5000369775,2
5000371425,0
5000385075,2
5000385675,0
5000502875,-999999
5000510450,0
5000517125,0
5000530550,0
5000531825,0
5000537900,0
5000541725,2
5000547725,0
5000554400,1
5000561525,0
5000562200,-999999
5000564075,0
5000569925,0
5000571575,0
5000575700,-999999
5000577125,0
5000583500,0
5000706550,0
5000710675,-999999
5000713300,2
5000714875,1
5000724175,9
5000733475,-999999
5000734600,-999999
5000736700,-999999
5000745250,0
5000759275,-999999
5000762050,0
5000764300,-999999
5000766175,-999999
5000773975,1
5000780350,5
5000784475,4
5000785150,0
5000906325,0
5000908725,0
5000910075,0
5000911800,0
5000915250,0
5000921250,0
5000929125,0
5000930775,1
5000939700,0
5000941425,0
5000942475,0
5000952750,0
5000975175,0
5001102500,0
5001105425,0
5001123875,0
5001124925,0
5001125225,0
5001126500,1
5001127100,1
5001127700,2
5001133025,0
5001145850,-999999
5001159125,0
5001161675,-999999
5001161750,2
5001164600,0
5001171725,1
5001300700,2
5001329275,0
5001335875,0
5001350650,0
5001367000,-999999
5001504375,0
5001511500,-999999
5001523500,0
5001523725,35
5001535050,-999999
5001537075,0
5001546675,-999999
5001570525,1
5001577425,0
5001585375,128
5001707375,-999999
5001707600,0
5001709325,0
5001713525,-999999
5001715700,2
5001725675,0
5001748175,0
5001753425,0
5001758075,2
5001770675,2
5001772400,-999999
5001773075,0
5001773675,0
5001774950,1
5001776750,-999999
5001779975,0
5001784175,0
5001900475,-999999
5001903550,0
5001909850,-999999
5001913150,2
5001916150,0
5001916300,0
5001917350,0
5001928075,1
5001930175,-999999
5001933775,1
5001935575,0
5001936325,1
5001940525,0
5001946450,0
5001948850,1
5001948925,-999999
5001973525,-999999
5001980200,0
5001981700,0
5002105200,0
5002107750,0
5002111950,3
5002114350,0
5002114500,0
5002116825,0
5002125375,0
5002134450,0
5002135425,0
5002137685,3
5002144125,0
5002144800,-999999
5002147200,0
5002147425,0
5002154250,1
5002155450,0
5002155600,0
5002156875,1
5002157250,0
5002161225,0
5002161300,0
5002165275,-999999
5002171050,0
5002172925,1
5002175925,0
5002177950,0
5002180875,0
5002182300,0
5002303175,5
5002303250,-999999
5002305650,0
5002311125,60
5002311350,0
5002318550,0
5002321925,0
5002325825,4
5002343600,-999999
5002344500,-999999
5002346000,-999999
5002346225,-999999
5002350275,-999999
5002355825,0
5002360625,-999999
5002375325,1
5002376525,-999999
5002376975,-999999
5002385525,1
5002386125,0
5002501900,0
5002507900,-999999
5002509475,0
5002517875,5
5002518325,1
5002528900,0
5002530925,0
5002531150,0
5002536175,0
5002540225,3
5002543375,-999999
5002548400,0
5002557700,9
5002560250,1
5002570750,1
5002573300,0
5002574800,0
5002576225,0
5002581400,0
5002583950,0
5002584700,2
5002584850,0
5002701300,0
5002702575,0
5002702725,-999999
5002705800,0
5002708275,0
5002712250,1
5002713675,1
5002732275,-999999
5002732425,0
5002741275,0
5002752900,15
5002756050,0
5002756350,1
5002758375,0
5002760100,-999999
5002760850,-999999
5002763775,-999999
5002769550,-999999
5002770375,0
5002777500,-999999
5002782000,0
5002783050,0
5002784925,0
5002785975,1
5100100000,5
5100300000,22
5100500000,3
5100700000,4
5100900000,3
5101100000,2
5101300000,100
5101500000,6
5101700000,0
5101900000,8
5102100000,1
5102300000,4
5102500000,0
5102700000,4
5102900000,1
5103100000,3
5103300000,3
5103500000,0
5103600000,1
5103700000,1
5104100000,28
5104300000,2
5104500000,2
5104700000,2
5104900000,0
5105100000,4
5105300000,1
5105700000,1
5105900000,542
5106100000,16
5106300000,1
5106500000,4
5106700000,7
5106900000,11
5107100000,0
5107300000,6
5107500000,6
5107700000,6
5107900000,10
5108100000,1
5108300000,6
5108500000,20
5108700000,32
5108900000,2
5109100000,1
5109300000,3
5109500000,14
5109700000,0
5109900000,3
5110100000,2
5110300000,2
5110500000,2
5110700000,73
5110900000,3
5111100000,0
5111300000,2
5111500000,2
5111700000,2
5111900000,3
5112100000,16
5112500000,5
5112700000,3
5113100000,2
5113300000,0
5113500000,2
5113700000,15
5113900000,0
5114100000,1
5114300000,9
5114500000,5
5114700000,5
5114900000,1
5115300000,89
5115500000,6
5115700000,2
5115900000,2
5116100000,12
5116300000,10
5116500000,11
5116700000,0
5116900000,0
5117100000,1
5117300000,0
5117500000,1
5117700000,16
5117900000,38
5118100000,5
5118300000,4
5118500000,3
5118700000,1
5119100000,1
5119300000,2
5119500000,3
5119700000,3
5119900000,21
5151000000,45
5152000000,0
5153000000,1
5154000000,4
5155000000,40
5157000000,2
5158000000,0
5159000000,2
5159500000,0
5160000000,9
5161000000,26
5162000000,1
5163000000,3
5164000000,0
5165000000,6
5166000000,10
5167000000,3
5167800000,2
5168000000,4
5168300000,12
5168500000,0
5169000000,4
5170000000,16
5171000000,29
5172000000,2
5173000000,3
5173500000,1
5174000000,7
5175000000,1
5176000000,4
5177000000,8
5177500000,0
5179000000,6
5180000000,20
5181000000,107
5182000000,4
5183000000,4
5184000000,1
5300100000,52
5300300000,87
5300500000,747
5300700000,324
5300900000,556
5301100000,2213
5301300000,25
5301500000,539
5301700000,146
5301900000,49
5302100000,234
5302300000,12
5302500000,245
5302700000,178
5302900000,2705
5303100000,297
5303300000,17422
5303500000,7553
5303700000,174
5303900000,135
5304100000,289
5304300000,81
5304500000,495
5304700000,184
5304900000,111
5305100000,78
5305300000,13424
5305500000,195
5305700000,522
5305900000,79
5306100000,4587
5306300000,4844
5306500000,206
5306700000,5581
5306900000,32
5307100000,287
5307300000,1258
5307500000,260
5307700000,801
5400100000,9
5400300000,37
5400500000,5
5400700000,6
5400900000,8
5401100000,6
5401300000,0
5401500000,2
5401700000,2
5401900000,8
5402100000,2
5402300000,4
5402500000,13
5402700000,4
5402900000,4
5403100000,0
5403300000,6
5403500000,10
5403700000,21
5403900000,77
5404100000,2
5404300000,0
5404500000,1
5404700000,0
5404900000,0
5405100000,16
5405300000,3
5405500000,14
5405700000,38
5405900000,4
5406100000,44
5406300000,6
5406500000,2
5406700000,6
5406900000,11
5407100000,1
5407300000,0
5407500000,0
5407700000,5
5407900000,18
5408100000,12
5408300000,7
5408500000,8
5408700000,4
5408900000,1
5409100000,1
5409300000,1
5409500000,1
5409700000,8
5409900000,6
5410100000,0
5410300000,3
5410500000,2
5410700000,21
5410900000,4
5500100275,0
5500100300,1
5500107300,2
5500116075,0
5500119575,0
5500122000,0
5500127950,1
5500137625,0
5500143425,0
5500144250,0
5500153725,1
5500156525,0
5500156750,0
5500165450,0
5500165825,1
5500167425,0
5500169275,1
5500176350,1
5500177800,0
5500188150,0
5500300550,0
5500303225,1
5500303225,1
5500303225,0
5500303225,1
5500303225,2
5500303225,1
5500303225,2
5500303225,0
5500303225,0
5500303225,0
5500303225,0
5500303250,1
5500311525,0
5500314550,0
5500329250,0
5500329875,0
5500337775,0
5500342562,0
5500349200,0
5500350700,0
5500354400,0
5500361600,0
5500371350,0
5500372825,0
5500386850,0
5500501325,0
5500501350,1
5500502775,0
5500504875,1
5500504900,2
5500505650,2
5500512250,0
5500513500,0
5500514325,1
5500514350,1
5500515600,0
5500517875,2
5500518025,0
5500518050,0
5500518575,0
5500518600,0
5500520650,1
5500520750,1
5500533225,0
5500541600,0
5500548825,0
5500548950,0
5500556350,0
5500556350,0
5500558950,0
5500565150,0
5500565175,0
5500565200,1
5500567350,1
5500567375,2
5500574125,0
5500576550,0
5500576600,0
5500578450,0
5500581075,0
5500581100,0
5500582375,1
5500703225,0
5500704725,0
5500704750,0
5500705350,0
5500705375,5
5500705475,0
5500706200,0
5500711675,0
5500715750,0
5500719662,0
5500720887,0
5500722925,0
5500730175,0
5500736300,0
5500737200,0
5500739025,0
5500739425,0
5500744275,0
5500749900,0
5500749925,0
5500755375,0
5500760275,0
5500760775,0
5500762700,0
5500764512,0
5500770300,0
5500780750,0
5500783525,0
5500783550,0
5500901150,0
5500901150,1
5500901150,1
5500901150,2
5500903425,1
5500903425,2
5500903425,1
5500903425,2
5500903425,6
5500903425,0
5500906350,0
5500906350,1
5500919700,1
5500919775,2
5500919775,0
5500919775,1
5500919775,0
5500919775,1
5500919775,2
5500919775,0
5500922225,0
5500929550,1
5500931000,0
5500931000,1
5500931000,2
5500931000,1
5500931000,0
5500931000,0
5500931000,1
5500931000,0
5500931000,1
5500931000,0
5500931000,0
5500931000,0
5500931000,3
5500931000,0
5500931000,1
5500931000,1
5500931000,0
5500931000,0
5500931000,2
5500931000,0
5500931000,0
5500931000,0
5500931000,0
5500931000,0
5500931000,0
5500931000,0
5500931000,0
5500931000,1
5500931000,0
5500931000,0
5500931000,0
5500931000,0
5500931000,0
5500931000,0
5500931000,1
5500931000,0
5500931000,1
5500931000,0
5500931000,0
5500931000,1
5500931000,0
5500931000,0
5500931000,0
5500931000,2
5500931000,0
5500931000,3
5500931000,0
5500931025,0
5500935150,5
5500935150,0
5500935325,0
5500935950,0
5500935950,2
5500935950,0
5500935950,0
5500935950,1
5500935950,2
5500935950,0
5500935950,0
5500936425,0
5500942900,0
5500943090,1
5500943090,3
5500954300,0
5500956575,0
5500963075,2
5500965675,1
5500968875,0
5500972200,0
5500977975,1
5500977975,2
5500989150,0
5500989175,3
5501101225,1
5501101250,0
5501106675,0
5501111025,2
5501111062,0
5501112500,0
5501116025,0
5501117737,0
5501120575,0
5501126850,0
5501129225,0
5501129375,0
5501144300,0
5501150075,0
5501152175,0
5501153450,0
5501153600,3
5501153625,0
5501153850,0
5501155450,0
5501155950,0
5501155975,0
5501184325,1
5501301900,0
5501308025,0
5501318750,0
5501319925,0
5501330450,4
5501330475,1
5501337650,0
5501340975,0
5501344325,1
5501350650,0
5501359075,0
5501369325,0
5501370225,0
5501371450,0
5501372225,0
5501374175,0
5501374200,0
5501378775,0
5501380375,0
5501381500,0
5501384975,0
5501385025,0
5501385850,0
5501388900,0
5501502375,0
5501502375,0
5501502375,1
5501502375,2
5501502375,0
5501502375,0
5501502375,0
5501502375,0
5501509725,0
5501509750,1
5501510350,0
5501514000,0
5501514475,0
5501514500,0
5501532790,0
5501532790,1
5501532800,0
5501534575,0
5501538800,0
5501539525,0
5501550825,1
5501556800,0
5501556825,0
5501564675,0
5501566275,1
5501573525,0
5501577400,0
5501577425,1
5501589000,0
5501702175,0
5501702175,0
5501703075,0
5501703725,0
5501707525,1
5501708225,1
5501708250,2
5501709075,1
5501711750,0
5501714575,1
5501714575,3
5501714575,0
5501714575,2
5501714575,0
5501714575,0
5501714575,3
5501714575,0
5501715350,0
5501716125,0
5501716800,0
5501717100,0
5501719625,0
5501721600,1
5501722300,0
5501722300,0
5501722300,0
5501722750,0
5501724375,0
5501729700,0
5501729700,0
5501732125,0
5501736000,2
5501740900,1
5501741525,0
5501741550,0
5501756350,1
5501769975,0
5501771275,0
5501773875,0
5501776625,0
5501779875,1
5501786537,2
5501788875,0
5501900100,0
5501905750,0
5501911425,0
5501916150,0
5501916175,0
5501918125,0
5501920025,0
5501920450,0
5501922250,0
5501926775,0
5501927775,0
5501930275,0
5501930425,0
5501931275,1
5501931575,0
5501933900,0
5501934200,0
5501935050,0
5501935125,1
5501943700,0
5501945700,0
5501946075,1
5501946100,0
5501946625,0
5501950175,0
5501950275,0
5501951125,0
5501955800,0
5501955800,0
5501955800,0
5501955800,0
5501955800,0
5501960825,0
5501963000,0
5501967025,0
5501972450,0
5501973350,0
5501973550,0
5501976625,0
5501979625,0
5501979650,0
5501981825,0
5501981850,0
5501983350,0
5501983575,0
5501985925,0
5501988275,0
5501988300,0
5501989125,0
5501989425,0
5502102800,0
5502102825,0
5502111900,1
5502112200,0
5502116450,4
5502116450,0
5502116475,0
5502117325,0
5502119375,3
5502120775,0
5502125150,0
5502126725,1
5502126875,0
5502128000,0
5502132375,0
5502143125,0
5502143775,0
5502145350,2
5502145375,1
5502146050,0
5502149150,0
5502157025,0
5502160687,2
5502160925,1
5502161100,0
5502164100,0
5502164100,0
5502164100,0
5502164900,1
5502166150,0
5502166175,0
5502168100,1
5502172250,0
5502176225,0
5502186100,0
5502188150,0
5502189300,0
5502189325,1
5502306225,0
5502309550,1
5502315075,0
5502319850,0
5502321900,0
5502321925,0
5502325725,0
5502327700,0
5502328450,0
5502332500,0
5502346675,0
5502349275,0
5502354900,0
5502365050,0
5502365050,0
5502365050,0
5502365050,0
5502365050,0
5502365050,0
5502365075,0
5502372275,0
5502372500,0
5502374550,0
5502377175,0
5502382100,0
5502384725,0
5502384750,0
5502500875,0
5502506300,0
5502507025,0
5502507800,0
5502507825,0
5502508350,3
5502508475,0
5502508500,2
5502509775,4
5502510075,0
5502511150,1
5502512225,0
5502514650,0
5502517175,0
5502517200,0
5502517200,1
5502517775,0
5502517800,0
5502517800,0
5502518700,1
5502518725,0
5502519250,0
5502519275,1
5502519350,0
5502519350,0
5502519350,0
5502519350,0
5502519350,0
5502519350,0
5502521100,0
5502521100,0
5502521125,4
5502522575,0
5502525950,1
5502525950,6
5502525950,3
5502525950,0
5502525950,2
5502525950,1
5502546850,1
5502548000,0
5502548000,0
5502548000,1
5502548000,0
5502548000,1
5502548000,4
5502548000,0
5502548000,2
5502548000,2
5502548000,1
5502548000,1
5502548000,1
5502548000,0
5502548000,1
5502548000,0
5502548000,0
5502548000,0
5502548000,0
5502548000,0
5502548000,0
5502548000,1
5502548000,0
5502548000,1
5502548000,0
5502548000,1
5502548000,2
5502548000,0
5502548000,1
5502548000,3
5502548000,0
5502548000,0
5502548000,5
5502548000,0
5502548000,4
5502548000,2
5502548000,0
5502548000,0
5502548000,3
5502548000,1
5502548000,3
5502548000,7
5502548000,10
5502548000,2
5502548000,1
5502548000,6
5502548000,3
5502548000,2
5502548000,2
5502548000,2
5502548000,4
5502548000,0
5502548000,1
5502548000,3
5502548000,0
5502548000,0
5502548000,0
5502548000,0
5502548000,0
5502548000,1
5502548000,3
5502548000,2
5502548000,2
5502548000,2
5502548000,1
5502548000,5
5502548000,7
5502548000,1
5502548000,1
5502548000,1
5502548000,1
5502548000,0
5502548000,0
5502548000,2
5502548000,0
5502548000,1
5502548000,1
5502548000,1
5502548000,5
5502548000,2
5502548000,0
5502548000,4
5502548000,1
5502548000,2
5502548000,0
5502548000,0
5502548000,4
5502548000,5
5502548000,0
5502548000,4
5502548000,1
5502548000,1
5502548000,0
5502548000,0
5502548000,0
5502548000,0
5502548000,1
5502548000,1
5502548000,0
5502548000,1
5502548000,0
5502548000,0
5502548000,5
5502548000,0
5502548000,2
5502548000,1
5502548000,0
5502548000,0
5502548000,4
5502548000,1
5502548000,1
5502548000,0
5502548000,0
5502548000,0
5502548000,0
5502548000,0
5502548000,0
5502548000,0
5502548000,0
5502548000,0
5502548000,0
5502548000,0
5502548000,0
5502548000,0
5502548000,0
5502548000,0
5502548025,0
5502548025,0
5502548750,0
5502549575,1
5502550225,0
5502550250,3
5502550475,1
5502551575,6
5502551575,1
5502551575,4
5502551575,0
5502551600,4
5502553675,6
5502553675,3
5502554100,0
5502554725,3
5502554725,2
5502560200,0
5502560200,1
5502560200,1
5502560225,2
5502562050,1
5502563375,5
5502565575,1
5502568725,0
5502569850,1
5502570400,0
5502573750,3
5502575850,0
5502575875,1
5502577675,2
5502577675,2
5502577675,0
5502577675,1
5502577675,0
5502578600,4
5502578600,0
5502578600,0
5502578600,0
5502578600,0
5502578625,0
5502582525,0
5502582600,0
5502582600,1
5502582600,1
5502582625,0
5502582625,0
5502582750,0
5502584350,2
5502584350,0
5502586125,1
5502587750,0
5502587750,1
5502587750,1
5502589450,0
5502703200,2
5502705900,1
5502705900,1
5502705900,0
5502705900,1
5502705900,0
5502705900,1
5502705925,0
5502705925,2
5502710450,0
5502711275,0
5502711850,1
5502714300,0
5502715900,0
5502715925,0
5502716450,0
5502723000,0
5502724000,1
5502727000,1
5502727025,0
5502733000,0
5502734000,0
5502735750,0
5502736100,0
5502736100,0
5502736625,0
5502736650,0
5502737150,0
5502738675,1
5502738900,0
5502743050,0
5502743650,0
5502745475,0
5502745500,2
5502745500,0
5502745950,0
5502745975,0
5502745975,0
5502750200,0
5502756075,0
5502759000,0
5502759000,0
5502764375,2
5502766150,0
5502766900,0
5502769962,1
5502773575,0
5502779375,0
5502779425,0
5502779425,0
5502780525,2
5502783975,1
5502783975,0
5502783975,1
5502783975,1
5502784425,1
5502785650,0
5502785650,0
5502785650,0
5502787225,1
5502904325,0
5502910700,0
5502915025,0
5502922850,0
5502922875,1
5502924150,0
5502926625,0
5502926650,1
5502928300,0
5502928950,2
5502937750,0
5502943925,2
5502955500,0
5502972600,2
5502974225,0
5502977875,5
5502977875,0
5502977875,0
5502977900,0
5502981525,0
5502983600,0
5503101825,1
5503106775,1
5503110575,0
5503115825,0
5503118425,0
5503129925,1
5503133350,0
5503134425,0
5503141725,0
5503141800,0
5503148725,0
5503159100,1
5503159800,0
5503161250,0
5503163975,0
5503174575,0
5503174600,0
5503178275,0
5503178650,3
5503178650,2
5503178650,4
5503178650,0
5503178650,1
5503178660,2
5503178675,0
5503183512,0
5503309050,0
5503316275,0
5503316300,1
5503320675,0
5503321150,1
5503322375,0
5503323325,0
5503323350,0
5503330300,0
5503333400,0
5503339975,0
5503346175,0
5503351025,3
5503351025,1
5503351025,0
5503351025,1
5503351025,0
5503351025,2
5503351050,0
5503356775,2
5503360725,1
5503362125,0
5503366550,0
5503367800,0
5503368700,0
5503371425,0
5503373300,0
5503373375,0
5503375750,0
5503376650,0
5503378975,1
5503379775,0
5503385975,0
5503386575,0
5503387375,0
5503501550,3
5503503825,0
5503509500,1
5503510625,0
5503515200,0
5503520800,1
5503522300,0
5503522300,0
5503522300,0
5503522300,0
5503522300,0
5503522300,2
5503522300,1
5503522300,0
5503522300,0
5503522300,0
5503522300,0
5503522300,2
5503522300,0
5503522300,0
5503522300,0
5503522300,0
5503522300,0
5503522300,0
5503522300,0
5503522300,1
5503522300,0
5503522300,2
5503522300,0
5503522300,1
5503522300,0
5503522300,0
5503522300,0
5503522300,0
5503522300,0
5503522300,0
5503522300,1
5503522300,0
5503522300,1
5503522300,3
5503522300,0
5503522300,1
5503522300,2
5503522300,0
5503522300,1
5503522300,0
5503522300,0
5503522300,0
5503522300,0
5503522300,0
5503522300,0
5503522300,0
5503522300,0
5503522300,0
5503522300,0
5503522300,0
5503522300,0
5503522300,0
5503522300,0
5503522300,0
5503522300,0
5503522300,0
5503522300,0
5503522300,0
5503524825,0
5503524850,0
5503525125,0
5503544350,0
5503546275,0
5503560750,0
5503563400,0
5503572675,3
5503581550,0
5503583612,5
5503587400,1
5503703875,0
5503716550,1
5503725575,0
5503725675,0
5503726200,0
5503735600,0
5503745625,0
5503779975,0
5503901525,0
5503903150,0
5503903750,1
5503909300,0
5503911600,2
5503912075,1
5503912075,0
5503912325,0
5503922475,0
5503922500,0
5503923150,0
5503924050,0
5503925075,0
5503926275,0
5503926275,0
5503926275,3
5503926275,1
5503926275,0
5503926275,1
5503926275,0
5503926275,1
5503926275,0
5503926275,4
5503926275,0
5503926275,0
5503926275,3
5503926275,0
5503926275,0
5503926275,0
5503926275,1
5503926275,0
5503926275,2
5503926275,0
5503926275,1
5503926275,0
5503926275,1
5503926275,0
5503926275,0
5503926275,0
5503926275,0
5503926300,0
5503926300,0
5503926450,1
5503927975,0
5503939300,0
5503942125,0
5503949650,1
5503951450,1
5503954650,0
5503958000,0
5503958900,0
5503958925,0
5503960425,0
5503968175,0
5503968175,4
5503968175,1
5503968175,2
5503968200,1
5503969525,0
5503969550,0
5503970500,0
5503976250,0
5503979125,5
5503984425,0
5503984425,1
5503984450,0
5504101625,0
5504102625,1
5504102950,0
5504107950,0
5504113125,0
5504117425,0
5504117450,0
5504127600,0
5504134650,0
5504142500,0
5504144375,0
5504155575,1
5504155575,0
5504155575,0
5504164050,0
5504169625,0
5504183025,0
5504304250,0
5504306100,1
5504308375,0
5504308400,0
5504308525,0
5504308850,1
5504308875,0
5504313050,0
5504313075,0
5504313100,0
5504315500,0
5504317950,0
5504320175,1
5504323400,0
5504325600,1
5504325625,0
5504329525,0
5504332825,0
5504333500,0
5504333525,0
5504334300,0
5504337800,1
5504342250,0
5504343825,0
5504344050,0
5504345025,0
5504345325,1
5504349350,0
5504352150,0
5504353950,0
5504354675,0
5504354700,0
5504354775,0
5504355200,0
5504355225,0
5504358125,0
5504361150,0
5504361425,0
5504361450,0
5504363250,0
5504363250,1
5504363250,0
5504363250,1
5504363275,1
5504364625,1
5504364650,0
5504374450,0
5504375075,0
5504379250,0
5504383900,0
5504384075,0
5504387800,0
5504388825,0
5504388850,0
5504389250,1
5504500325,0
5504500750,0
5504500775,0
5504506300,0
5504509925,2
5504510075,0
5504510100,3
5504510475,0
5504511725,0
5504515000,0
5504519075,0
5504524725,0
5504537875,0
5504538550,0
5504553750,1
5504553775,0
5504554000,0
5504554850,0
5504554850,0
5504556700,0
5504556725,0
5504576075,0
5504578875,0
5504583625,0
5504589475,2
5504706925,0
5504706950,0
5504710125,0
5504731300,1
5504731350,0
5504739750,0
5504739775,0
5504746875,0
5504748400,0
5504749450,0
5504749500,0
5504749525,0
5504765600,0
5504765625,1
5504770925,0
5504772525,0
5504902550,0
5504902575,0
5504904025,0
5504904775,0
5504908125,0
5504909600,0
5504915875,0
5504915975,0
5504920350,0
5504920375,3
5504922525,0
5504934450,0
5504934475,0
5504935400,0
5504944625,0
5504944650,0
5504945325,0
5504951725,0
5504953100,0
5504953125,0
5504953950,0
5504954425,0
5504955200,0
5504965700,0
5504967100,0
5504967875,0
5504967900,0
5504983150,0
5504989350,0
5505101925,0
5505112525,0
5505131875,0
5505136525,0
5505136525,0
5505136525,0
5505136525,0
5505139625,0
5505140075,0
5505151200,0
5505154075,0
5505159850,0
5505161825,0
5505171875,0
5505173400,0
5505300350,1
5505300900,0
5505301275,0
5505301275,0
5505301300,1
5505305550,0
5505307900,0
5505307900,0
5505307900,0
5505307900,0
5505309900,0
5505314800,0
5505315375,0
5505318075,0
5505327225,0
5505328250,0
5505328325,0
5505335075,0
5505335100,0
5505337275,0
5505340000,0
5505340325,0
5505348425,1
5505350750,1
5505350775,0
5505351300,0
5505352050,0
5505357775,0
5505357975,0
5505375900,1
5505379150,0
5505504125,0
5505512225,0
5505516225,0
5505516650,0
5505525300,0
5505526675,1
5505526675,0
5505526675,0
5505526675,0
5505526675,0
5505526675,1
5505526675,2
5505526675,0
5505526675,0
5505533700,0
5505537600,0
5505537900,2
5505537900,0
5505537925,0
5505538350,3
5505540375,0
5505540375,0
5505540750,0
5505541675,3
5505541700,1
5505551850,0
5505559125,0
5505561025,0
5505561050,1
5505578175,0
5505578200,0
5505578475,0
5505583925,0
5505583950,0
5505583975,0
5505583975,0
5505583975,2
5505583975,2
5505583975,1
5505583975,5
5505584000,1
5505586925,0
5505586925,0
5505702850,0
5505712350,0
5505715225,0
5505715225,0
5505718225,0
5505723800,0
5505725850,0
5505726825,1
5505728850,0
5505728850,0
5505736675,0
5505739575,0
5505739800,0
5505743300,0
5505744675,0
5505744825,0
5505744825,0
5505746525,0
5505746600,0
5505749375,0
5505750025,1
5505755700,0
5505755725,4
5505756900,0
5505760150,0
5505763650,0
5505772625,0
5505778300,0
5505781725,0
5505788150,0
5505788500,0
5505788525,0
5505909635,2
5505909800,1
5505909800,0
5505928675,0
5505939225,0
5505939225,0
5505939225,0
5505939225,0
5505939225,0
5505939225,0
5505939225,1
5505939225,0
5505939225,0
5505939225,0
5505939225,0
5505939225,1
5505939225,0
5505939225,0
5505939225,0
5505939225,0
5505939225,0
5505939225,0
5505939225,0
5505939225,0
5505939225,0
5505939225,3
5505939225,0
5505939225,0
5505939225,1
5505939225,0
5505939225,2
5505939225,0
5505939225,0
5505939225,0
5505939225,1
5505939225,0
5505939225,0
5505939225,0
5505939225,0
5505939225,0
5505939225,1
5505939225,1
5505939225,2
5505939225,0
5505939225,0
5505939225,0
5505939225,1
5505939225,1
5505939225,0
5505939225,0
5505939225,0
5505939225,0
5505939225,1
5505939225,0
5505939225,0
5505939225,0
5505939225,0
5505939225,0
5505939225,0
5505939225,0
5505939225,1
5505939225,0
5505939225,0
5505939225,0
5505939225,0
5505939225,0
5505939225,0
5505939225,1
5505939225,0
5505939225,0
5505939225,3
5505939225,0
5505939225,0
5505939225,0
5505939225,0
5505939225,0
5505939225,0
5505939225,0
5505939225,0
5505939225,0
5505939225,0
5505939225,3
5505939225,0
5505939225,0
5505939225,0
5505939225,0
5505939225,0
5505939225,0
5505939225,0
5505939225,0
5505939225,1
5505939225,0
5505939225,0
5505939225,0
5505939225,0
5505960975,1
5505961175,3
5505963300,4
5505963300,3
5505963300,1
5505963300,1
5505963300,1
5505966125,1
5505971125,1
5505971125,1
5505974025,1
5505974650,3
5505974650,1
5505974650,2
5505974650,2
5505974650,0
5505981250,1
5505986500,0
5506100600,0
5506101000,0
5506112575,0
5506112850,0
5506112875,0
5506127250,0
5506139350,0
5506144425,0
5506146400,1
5506146425,1
5506154050,0
5506162625,0
5506166700,1
5506185775,0
5506304550,0
5506304575,0
5506304825,1
5506311300,0
5506312300,1
5506325325,1
5506331150,0
5506332275,1
5506335350,1
5506335450,4
5506340775,0
5506340775,0
5506340775,0
5506340775,1
5506340775,0
5506340775,0
5506340775,0
5506340775,0
5506340775,1
5506340775,0
5506340775,0
5506340775,1
5506340775,0
5506340775,0
5506340775,0
5506340775,1
5506340775,0
5506340775,0
5506340775,0
5506340775,0
5506340775,2
5506340775,2
5506340775,0
5506340775,0
5506340775,0
5506340775,1
5506340775,0
5506340775,0
5506340775,2
5506340775,0
5506350400,0
5506359925,0
5506359925,2
5506359925,3
5506359950,1
5506368900,0
5506373125,2
5506373125,4
5506383650,0
5506386275,0
5506502650,0
5506502675,0
5506506425,0
5506506450,0
5506506825,0
5506506850,0
5506508100,0
5506508125,1
5506517950,0
5506518875,1
5506518900,0
5506523262,0
5506525475,0
5506530575,0
5506530600,0
5506533500,0
5506539125,0
5506542175,0
5506554025,0
5506556625,0
5506572700,0
5506573825,0
5506573850,0
5506575275,0
5506584850,0
5506586800,0
5506587275,0
5506588050,0
5506700225,0
5506700625,0
5506702250,0
5506702250,0
5506702250,0
5506702250,0
5506702250,0
5506702250,1
5506702250,0
5506702250,0
5506702250,1
5506702275,1
5506723050,2
5506724575,0
5506742425,1
5506756200,0
5506758700,0
5506761375,0
5506761525,0
5506763825,0
5506765550,0
