0200000000,302465
0100100000,24065
0100300000,85873
0100500000,11534
0100700000,8454
0100900000,24251
0101100000,5335
0101300000,9470
0101500000,46435
0101700000,14682
0101900000,9915
0102100000,17618
0102300000,7997
0102500000,13925
0102700000,6764
0102900000,6406
0103100000,19957
0103300000,23601
0103500000,7075
0103700000,5295
0103900000,15537
0104100000,6442
0104300000,34643
0104500000,18749
0104700000,21039
0104900000,24271
0105100000,35577
0105300000,14975
0105500000,42917
0105700000,8017
0105900000,11073
0106100000,11342
0106300000,5363
0106500000,8694
0106700000,8827
0106900000,41994
0107100000,21044
0107300000,305014
0107500000,7274
0107700000,37434
0107900000,14357
0108100000,54670
0108300000,35722
0108500000,7586
0108700000,10463
0108900000,155626
0109100000,11603
0109300000,12305
0109500000,32923
0109700000,175466
0109900000,10775
0110100000,102294
0110300000,49579
0110500000,6138
0110700000,9633
0110900000,14180
0111100000,11478
0111300000,18943
0111500000,35326
0111700000,92761
0111900000,7070
0112100000,33565
0112300000,19047
0112500000,78957
0112700000,28763
0112900000,8820
0113100000,6574
0113300000,9807
0500100000,6594
0500300000,7967
0500500000,19551
0500700000,79752
0500900000,15631
0501100000,3682
0501300000,2192
0501500000,10326
0501700000,4451
0501900000,8517
0502100000,5207
0502300000,11762
0502500000,3308
0502700000,9546
0502900000,7939
0503100000,32087
0503300000,20730
0503500000,16877
0503700000,7144
0503900000,3106
0504100000,4507
0504300000,6703
0504500000,41831
0504700000,6576
0504900000,4613
0505100000,41172
0505300000,6544
0505500000,13972
0505700000,6990
0505900000,11410
0506100000,4507
0506300000,12540
0506500000,5385
0506700000,6195
0506900000,27695
0507100000,8217
0507300000,2905
0507500000,5636
0507700000,3424
0507900000,3788
0508100000,5124
0508300000,7433
0508500000,24522
0508700000,6734
0508900000,7104
0509100000,15436
0509300000,13475
0509500000,3269
0509700000,3461
0509900000,3427
0510100000,3790
0510300000,10430
0510500000,3979
0510700000,8113
0510900000,3850
0511100000,7653
0511300000,7823
0511500000,20569
0511700000,3172
0511900000,160468
0512100000,6084
0512300000,8087
0512500000,47357
0512700000,3686
0512900000,3793
0513100000,43809
0513300000,4383
0513500000,7426
0513700000,5413
0513900000,17113
0514100000,6524
0514300000,70932
0514500000,26633
0514700000,2718
0514900000,6040
0400100000,26226
0400300000,49554
0400500000,52243
0400700000,21823
0400900000,11991
0401100000,3035
0401200000,5808
0401300000,1390836
0401500000,71203
0401700000,37804
0401900000,385725
0402100000,109470
0402300000,14072
0402500000,101268
0402700000,42521
0600100000,602479
0600300000,656
0600500000,17886
0600700000,91907
0600900000,22077
0601100000,6088
0601300000,440529
0601500000,-999999
0601700000,89601
0601900000,261652
0602100000,9259
0602300000,58307
0602500000,39535
0602700000,8146
0602900000,223998
0603100000,32041
0603300000,23741
0603500000,10806
0603700000,3136412
0603900000,40325
0604100000,136405
0604300000,9090
0604500000,37485
0604700000,62582
0604900000,4080
0605100000,5223
0605300000,124032
0605500000,57672
0605700000,52173
0605900000,1125625
0606100000,173962
0606300000,10146
0606500000,669627
0606700000,525109
0606900000,19249
0607100000,589611
0607300000,1195923
0607500000,361969
0607700000,206144
0607900000,129283
0608100000,288592
0608300000,164801
0608500000,649723
0608700000,121323
0608900000,77606
0609100000,1822
0609300000,20180
0609500000,153923
0609700000,218560
0609900000,160289
0610100000,31300
0610300000,23334
0610500000,5968
0610700000,102341
0610900000,25153
0611100000,345283
0611300000,75313
0611500000,19751
0800100000,177953
0800300000,6836
0800500000,287887
0800700000,6802
0800900000,2139
0801100000,1997
0801300000,180452
0801400000,32993
0801500000,10572
0801700000,1111
0801900000,5786
0802100000,4185
0802300000,1899
0802500000,1529
0802700000,2740
0802900000,16094
0803100000,306802
0803300000,1254
0803500000,168784
0803700000,22855
0803900000,14287
0804100000,292603
0804300000,20621
0804500000,24600
0804700000,3376
0804900000,8273
0805100000,8758
0805300000,613
0805500000,3757
0805700000,861
0805900000,313629
0806100000,840
0806300000,3745
0806500000,3095
0806700000,29430
0806900000,181752
0807100000,6920
0807300000,2302
0807500000,9256
0807700000,73539
0807900000,674
0808100000,6240
0808300000,12480
0808500000,20385
0808700000,10926
0808900000,8298
0809100000,3244
0809300000,9551
0809500000,2280
0809700000,10129
0809900000,4935
0810100000,77653
0810300000,3395
0810500000,5623
0810700000,13432
0810900000,2980
0811100000,520
0811300000,4291
0811500000,1365
0811700000,15433
0811900000,13518
0812100000,2624
0812300000,117084
0812500000,4641
0900104720,9232
0900108070,37510
0900108980,8879
0900118500,27763
0900118850,11056
0900123890,4315
0900126620,30081
0900133620,29894
0900148620,10371
0900150580,10941
0900150860,7190
0900152980,14404
0900156060,35715
0900163480,5388
0900163970,14048
0900168170,18835
0900168310,1825
0900173070,47289
0900174190,23283
0900177200,18967
0900183430,5536
0900183500,15111
0900186370,10168
0900302060,10454
0900304300,11056
0900305910,11673
0900308490,24571
0900310100,5128
0900312270,5768
0900322070,2890
0900322630,18235
0900324800,5070
0900325990,18222
0900327600,13713
0900331240,19258
0900332640,6415
0900337070,33452
0900337140,1215
0900344700,22539
0900345820,3473
0900350440,21211
0900352140,14581
0900360120,7891
0900365370,9395
0900368940,13842
0900370550,21577
0900371390,13547
0900374540,7248
0900382590,32451
0900384900,13809
0900387000,15945
0900387070,5770
0900502760,2113
0900504930,2335
0900508210,1190
0900510940,625
0900516050,862
0900517240,877
0900532290,1798
0900537280,3262
0900540290,1712
0900543370,4623
0900549460,1302
0900551350,3895
0900552630,13334
0900553470,920
0900554030,1300
0900560750,5399
0900565930,1477
0900566420,2220
0900567960,1460
0900575730,3792
0900576570,14253
0900579510,834
0900579720,2162
0900580490,10865
0900586440,4740
0900587910,5621
0900714300,2074
0900715350,6539
0900718080,7376
0900719130,2448
0900720810,4135
0900722280,4634
0900722490,6697
0900726270,3991
0900735230,4685
0900740710,3800
0900747080,2527
0900747360,21680
0900757320,5918
0900761800,4869
0900781680,3574
0900901220,6714
0900903250,2930
0900904580,3241
0900907310,14330
0900914160,14831
0900919550,4721
0900922910,11214
0900934950,12742
0900935650,24641
0900944560,10632
0900946520,22074
0900946940,4304
0900947535,25610
0900949950,12013
0900952070,44973
0900953890,6990
0900954870,12507
0900957600,7984
0900958300,6583
0900962290,5187
0900967610,7224
0900969640,11272
0900978740,21105
0900980070,32449
0900982870,20435
0900987560,8341
0900987700,5723
0901106820,1294
0901115910,7860
0901123400,9343
0901129910,1038
0901133900,4872
0901134250,14261
0901142390,3652
0901142600,7223
0901143230,2053
0901144210,1478
0901148900,7286
0901152350,8164
0901155500,2719
0901156270,13006
0901157040,4556
0901162150,2347
0901166210,2134
0901171670,1420
0901173770,9924
0901178600,1224
0901180280,9966
0901301080,1784
0901306260,2941
0901316400,3079
0901317800,6355
0901325360,7632
0901337910,5172
0901344910,9609
0901369220,4967
0901372090,5785
0901376290,8045
0901377830,518
0901378250,12905
0901385950,2796
0901501430,2143
0901509190,3347
0901512130,2553
0901513810,1060
0901521860,949
0901536000,1036
0901540500,6063
0901559980,5386
0901561030,2161
0901562710,3181
0901567400,844
0901573420,1411
0901575870,4061
0901586790,7895
0901588190,4254
1100100000,294254
1000100000,69298
1000300000,254669
1000500000,93664
1200100000,122049
1200300000,9582
1200500000,81369
1200700000,11723
1200900000,288205
1201100000,762345
1201300000,6260
1201500000,85355
1201700000,74619
1201900000,97128
1202100000,150346
1202300000,27322
