0200000000,25486
0100100000,1162
0100300000,-999999
0100500000,-999999
0100700000,270
0100900000,781
0101100000,348
0101300000,-999999
0101500000,-999999
0101700000,587
0101900000,-999999
0102100000,1144
0102300000,-999999
0102500000,967
0102700000,-999999
0102900000,309
0103100000,1042
0103300000,970
0103500000,395
0103700000,200
0103900000,727
0104100000,259
0104300000,-999999
0104500000,975
0104700000,1165
0104900000,1199
0105100000,1451
0105300000,-999999
0105500000,1517
0105700000,291
0105900000,-999999
0106100000,351
0106300000,-999999
0106500000,614
0106700000,-999999
0106900000,2324
0107100000,-999999
0107300000,11065
0107500000,-999999
0107700000,1896
0107900000,-999999
0108100000,2674
0108300000,-999999
0108500000,-999999
0108700000,497
0108900000,-999999
0109100000,-999999
0109300000,-999999
0109500000,1319
0109700000,7775
0109900000,542
0110100000,5155
0110300000,1242
0110500000,713
0110700000,-999999
0110900000,636
0111100000,689
0111300000,-999999
0111500000,-999999
0111700000,-999999
0111900000,523
0112100000,-999999
0112300000,-999999
0112500000,-999999
0112700000,898
0112900000,417
0113100000,582
0113300000,-999999
0500100000,174
0500300000,125
0500500000,980
0500700000,1828
0500900000,540
0501100000,123
0501300000,76
0501500000,373
0501700000,284
0501900000,345
0502100000,143
0502300000,389
0502500000,72
0502700000,376
0502900000,336
0503100000,1139
0503300000,438
0503500000,686
0503700000,253
0503900000,81
0504100000,153
0504300000,204
0504500000,-999999
0504700000,195
0504900000,180
0505100000,1296
0505300000,77
0505500000,295
0505700000,399
0505900000,323
0506100000,96
0506300000,319
0506500000,248
0506700000,124
0506900000,902
0507100000,362
0507300000,261
0507500000,130
0507700000,0
0507900000,206
0508100000,179
0508300000,156
0508500000,633
0508700000,175
0508900000,317
0509100000,340
0509300000,479
0509500000,126
0509700000,181
0509900000,154
0510100000,145
0510300000,339
0510500000,97
0510700000,526
0510900000,112
0511100000,351
0511300000,347
0511500000,470
0511700000,66
0511900000,4494
0512100000,271
0512300000,357
0512500000,746
0512700000,138
0512900000,204
0513100000,1172
0513300000,110
0513500000,467
0513700000,189
0513900000,584
0514100000,227
0514300000,1530
0514500000,734
0514700000,56
0514900000,145
0400100000,8768
0400300000,26489
0400500000,29997
0400700000,14104
0400900000,6654
0401100000,1872
0401200000,3127
0401300000,963906
0401500000,33798
0401700000,15792
0401900000,260875
0402100000,65657
0402300000,7768
0402500000,72953
0402700000,31095
0600100000,329632
0600300000,662
0600500000,10789
0600700000,58198
0600900000,14893
0601100000,3318
0601300000,243517
0601500000,5588
0601700000,64436
0601900000,142109
0602100000,6915
0602300000,30139
0602500000,20267
0602700000,5122
0602900000,111746
0603100000,22828
0603300000,14462
0603500000,7515
0603700000,966212
0603900000,24667
0604100000,86429
0604300000,5942
0604500000,29449
0604700000,28833
0604900000,2883
0605100000,3250
0605300000,86537
0605500000,51421
0605700000,38642
0605900000,570625
0606100000,115587
0606300000,7262
0606500000,351105
0606700000,307221
0606900000,12366
0607100000,274919
0607300000,670146
0607500000,181155
0607700000,132277
0607900000,80735
0608100000,163054
0608300000,95816
0608500000,459983
0608700000,63723
0608900000,48724
0609100000,1850
0609300000,13226
0609500000,85523
0609700000,151971
0609900000,98719
0610100000,20792
0610300000,14888
0610500000,4042
0610700000,60159
0610900000,19376
0611100000,164063
0611300000,37507
0611500000,11502
0800100000,129480
0800300000,5151
0800500000,224003
0800700000,4063
0800900000,1511
0801100000,1118
0801300000,127981
0801400000,25675
0801500000,8370
0801700000,627
0801900000,3606
0802100000,2549
0802300000,936
0802500000,663
0802700000,1496
0802900000,12444
0803100000,215704
0803300000,783
0803500000,130587
0803700000,15505
0803900000,10282
0804100000,190827
0804300000,13004
0804500000,17879
0804700000,1806
0804900000,5367
0805100000,5567
0805300000,404
0805500000,2386
0805700000,480
0805900000,250106
0806100000,504
0806300000,1909
0806500000,1394
0806700000,18105
0806900000,134397
0807100000,4101
0807300000,1556
0807500000,6974
0807700000,59034
0807900000,564
0808100000,3081
0808300000,7326
0808500000,15443
0808700000,8115
0808900000,5410
0809100000,2246
0809300000,6633
0809500000,1631
0809700000,4364
0809900000,3445
0810100000,48198
0810300000,2231
0810500000,3427
0810700000,7948
0810900000,1936
0811100000,211
0811300000,2716
0811500000,930
0811700000,8031
0811900000,8176
0812100000,1738
0812300000,83049
0812500000,2947
0900104720,611
0900108070,2363
0900108980,751
0900118500,1721
0900118850,1351
0900123890,441
0900126620,2617
0900133620,3518
0900148620,824
0900150580,1521
0900150860,628
0900152980,1270
0900156060,2583
0900163480,726
0900163970,1607
0900168170,1279
0900168310,270
0900173070,3905
0900174190,1404
0900177200,2221
0900183430,793
0900183500,2014
0900186370,922
0900302060,1379
0900304300,760
0900305910,1280
0900308490,1451
0900310100,362
0900312270,482
0900322070,195
0900322630,775
0900324800,316
0900325990,1214
0900327600,1441
0900331240,1929
0900332640,540
0900337070,2214
0900337140,59
0900344700,1688
0900345820,243
0900350440,1130
0900352140,929
0900360120,326
0900365370,727
0900368940,1598
0900370550,1487
0900371390,1135
0900374540,654
0900382590,3467
0900384900,840
0900387000,1108
0900387070,341
0900502760,143
0900504930,183
0900508210,111
0900510940,63
0900516050,51
0900517240,126
0900532290,138
0900537280,226
0900540290,226
0900543370,486
0900549460,117
0900551350,290
0900552630,843
0900553470,52
0900554030,139
0900560750,330
0900565930,186
0900566420,385
0900567960,245
0900575730,223
0900576570,635
0900579510,53
0900579720,288
0900580490,615
0900586440,276
0900587910,520
0900714300,226
0900715350,444
0900718080,578
0900719130,165
0900720810,331
0900722280,292
0900722490,442
0900726270,468
0900735230,328
0900740710,330
0900747080,195
0900747360,1621
0900757320,740
0900761800,439
0900781680,299
0900901220,311
0900903250,150
0900904580,258
0900907310,1236
0900914160,1338
0900919550,237
0900922910,824
0900934950,1241
0900935650,1897
0900944560,1356
0900946520,1335
0900946940,388
0900947535,1590
0900949950,549
0900952070,2577
0900953890,477
0900954870,827
0900957600,768
0900958300,402
0900962290,287
0900967610,373
0900969640,1190
0900978740,1729
0900980070,1941
0900982870,1092
0900987560,495
0900987700,688
0901106820,71
0901115910,498
0901123400,970
0901129910,68
0901133900,174
0901134250,1231
0901142390,208
0901142600,128
0901143230,102
0901144210,144
0901148900,408
0901152350,519
0901155500,194
0901156270,920
0901157040,517
0901162150,160
0901166210,158
0901171670,81
0901173770,984
0901178600,50
0901180280,903
0901301080,116
0901306260,158
0901316400,189
0901317800,305
0901325360,471
0901337910,317
0901344910,501
0901369220,361
0901372090,321
0901376290,527
0901377830,32
0901378250,1001
0901385950,120
0901501430,110
0901509190,216
0901512130,118
0901513810,37
0901521860,33
0901536000,44
0901540500,255
0901559980,217
0901561030,135
0901562710,197
0901567400,33
0901573420,48
0901575870,216
0901586790,359
0901588190,302
1100100000,11454
1000100000,3491
