FIPSCode,QA3a,QA3b,Registration,,,
5510506500,769,0,769,,,
5510506500,770,0,770,,,
5510506500,783,0,783,,,
5510506500,788,0,788,,,
5510506500,790,0,790,,,
5510506500,862,0,862,,,
5510506500,915,0,915,,,
5510506500,923,0,923,,,
5510506500,997,0,997,,,
5510506500,1292,0,1292,,,
5510506500,1673,0,1673,,,
5510506525,253,0,253,,,
5510506525,1290,0,1290,,,
5510506525,1425,0,1425,,,
5510506525,1875,0,1875,,,
5510509175,628,0,628,,,
5510509925,38,0,38,,,
5510513625,775,0,775,,,
5510515625,1247,0,1247,,,
5510515650,573,0,573,,,
5510522575,3472,0,3472,,,
5510524550,3293,0,3293,,,
5510526400,511,0,511,,,
5510528075,2306,0,2306,,,
5510532700,3,0,3,,,
5510532700,534,0,534,,,
5510532700,1207,0,1207,,,
5510537825,0,0,0,,,
5510537825,0,0,0,,,
5510537825,1,0,1,,,
5510537825,5,0,5,,,
5510537825,442,0,442,,,
5510537825,553,0,553,,,
5510537825,775,0,775,,,
5510537825,981,0,981,,,
5510537825,992,0,992,,,
5510537825,1007,0,1007,,,
5510537825,1106,0,1106,,,
5510537825,1181,0,1181,,,
5510537825,1200,0,1200,,,
5510537825,1272,0,1272,,,
5510537825,1368,0,1368,,,
5510537825,1406,0,1406,,,
5510537825,1421,0,1421,,,
5510537825,1435,0,1435,,,
5510537825,1437,0,1437,,,
5510537825,1496,0,1496,,,
5510537825,1579,0,1579,,,
5510537825,1631,0,1631,,,
5510537825,1701,0,1701,,,
5510537825,1702,0,1702,,,
5510537825,1713,0,1713,,,
5510537825,1750,0,1750,,,
5510537825,1751,0,1751,,,
5510537825,1761,0,1761,,,
5510537825,1806,0,1806,,,
5510537825,2014,0,2014,,,
5510537825,2151,0,2151,,,
5510537850,258,0,258,,,
5510537850,2229,0,2229,,,
5510538450,520,0,520,,,
5510542575,114,0,114,,,
5510542575,309,0,309,,,
5510544125,736,0,736,,,
5510548150,507,0,507,,,
5510552200,3527,0,3527,,,
5510552225,509,0,509,,,
5510552225,1464,0,1464,,,
5510556325,1064,0,1064,,,
5510560250,879,0,879,,,
5510563675,835,0,835,,,
5510564225,703,0,703,,,
5510568600,1677,0,1677,,,
5510568600,1726,0,1726,,,
5510576325,493,0,493,,,
5510581050,823,0,823,,,
5510581050,1083,0,1083,,,
5510581650,1329,0,1329,,,
5510703600,387,0,387,,,
5510707175,296,0,296,,,
5510707225,101,0,101,,,
5510710500,439,0,439,,,
5510713550,27,0,27,,,
5510716775,51,0,51,,,
5510720000,352,0,352,,,
5510726100,626,0,626,,,
5510729475,51,0,51,,,
5510730375,456,0,456,,,
5510731775,232,0,232,,,
5510733275,183,0,183,,,
5510733300,93,0,93,,,
5510736125,115,0,115,,,
5510736925,59,0,59,,,
5510740850,1752,0,1752,,,
5510742950,154,0,154,,,
5510749625,265,0,265,,,
5510755175,165,0,165,,,
5510767600,154,0,154,,,
5510770275,421,0,421,,,
5510773175,111,0,111,,,
5510774975,82,0,82,,,
5510777775,185,0,185,,,
5510777850,430,0,430,,,
5510779575,495,0,495,,,
5510780225,59,0,59,,,
5510780950,191,0,191,,,
5510783675,238,0,238,,,
5510786450,117,0,117,,,
5510787125,32,0,32,,,
5510787175,296,0,296,,,
5510787450,65,0,65,,,
5510904400,2291,0,2291,,,
5510904425,619,0,619,,,
5510911775,549,0,549,,,
5510918300,412,0,412,,,
5510919325,136,0,136,,,
5510922400,740,0,740,,,
5510923925,484,0,484,,,
5510924275,445,0,445,,,
5510926525,429,0,429,,,
5510929600,469,0,469,,,
5510929625,724,0,724,,,
5510932325,1076,0,1076,,,
5510932350,1445,0,1445,,,
5510936250,1129,0,1129,,,
5510936250,1375,0,1375,,,
5510936250,1396,0,1396,,,
5510936250,1409,0,1409,,,
5510936250,1431,0,1431,,,
5510936250,1652,0,1652,,,
5510936275,6039,0,6039,,,
5510939825,1231,0,1231,,,
5510957100,2235,0,2235,,,
5510957100,2516,0,2516,,,
5510958050,2681,0,2681,,,
5510963425,326,0,326,,,
5510967650,968,0,968,,,
5510967650,1118,0,1118,,,
5510968275,2194,0,2194,,,
5510968475,1033,0,1033,,,
5510970200,347,0,347,,,
5510970825,2772,0,2772,,,
5510974675,1409,0,1409,,,
5510974700,2604,0,2604,,,
5510975950,568,0,568,,,
5510976300,5,0,5,,,
5510976675,569,0,569,,,
5510976825,382,0,382,,,
5510976850,2219,0,2219,,,
5510980800,3439,0,3439,,,
5510983400,1106,0,1106,,,
5510987475,137,0,137,,,
5510989025,713,0,713,,,
5511104625,6725,0,6725,,,
5511104650,1306,0,1306,,,
5511105600,404,0,404,,,
5511113300,15,0,15,,,
5511119550,1062,0,1062,,,
5511119675,1394,0,1394,,,
5511124675,1095,0,1095,,,
5511124900,790,0,790,,,
5511127350,446,0,446,,,
5511127675,325,0,325,,,
5511131250,665,0,665,,,
5511135625,498,0,498,,,
5511137225,135,0,135,,,
5511137250,335,0,335,,,
5511141300,1579,0,1579,,,
5511142825,222,0,222,,,
5511142850,894,0,894,,,
5511144225,105,0,105,,,
5511145400,166,0,166,,,
5511151325,287,0,287,,,
5511151350,738,0,738,,,
5511158025,359,0,359,,,
5511163125,519,0,519,,,
5511165100,3090,0,3090,,,
5511165125,743,0,743,,,
5511166800,972,0,972,,,
5511166800,1209,0,1209,,,
5511166800,1324,0,1324,,,
5511166800,1647,0,1647,,,
5511166825,777,0,777,,,
5511168975,222,0,222,,,
5511171650,2280,0,2280,,,
5511176025,1150,0,1150,,,
5511176050,1145,0,1145,,,
5511178525,479,0,479,,,
5511180825,535,0,535,,,
5511183700,455,0,455,,,
5511185325,867,0,867,,,
5511185625,367,0,367,,,
5511187775,537,0,537,,,
5511188150,5,0,5,,,
5511188150,74,0,74,,,
5511188775,437,0,437,,,
5511305200,1979,0,1979,,,
5511317225,66,0,66,,,
5511317250,192,0,192,,,
5511320825,168,0,168,,,
5511322625,412,0,412,,,
5511324700,100,0,100,,,
5511333450,1335,0,1335,,,
5511333475,1309,0,1309,,,
5511336450,481,0,481,,,
5511343400,1008,0,1008,,,
5511350300,100,0,100,,,
5511351425,116,0,116,,,
5511359600,172,0,172,,,
5511366050,122,0,122,,,
5511366075,270,0,270,,,
5511369750,828,0,828,,,
5511371500,644,0,644,,,
5511375450,328,0,328,,,
5511385100,214,0,214,,,
5511387975,183,0,183,,,
5511388000,694,0,694,,,
5511501375,349,0,349,,,
5511501975,1154,0,1154,,,
5511502075,140,0,140,,,
5511502100,302,0,302,,,
5511505000,423,0,423,,,
5511506275,1172,0,1172,,,
5511507600,406,0,406,,,
5511507625,424,0,424,,,
5511508725,887,0,887,,,
5511509025,163,0,163,,,
5511513325,371,0,371,,,
5511522975,143,0,143,,,
5511524775,381,0,381,,,
5511528825,208,0,208,,,
5511530400,606,0,606,,,
5511531500,622,0,622,,,
5511531675,326,0,326,,,
5511533075,612,0,612,,,
5511534025,489,0,489,,,
5511536700,356,0,356,,,
5511543675,771,0,771,,,
5511548900,588,0,588,,,
5511549400,7,0,7,,,
5511550000,184,0,184,,,
5511554250,275,0,275,,,
5511555675,277,0,277,,,
5511561700,567,0,567,,,
5511565675,90,0,90,,,
5511566750,577,0,577,,,
5511567675,1275,0,1275,,,
5511572550,355,0,355,,,
5511572925,745,0,745,,,
5511572925,987,0,987,,,
5511572925,1020,0,1020,,,
5511572925,1048,0,1048,,,
5511572925,1095,0,1095,,,
5511572925,1112,0,1112,,,
5511579825,412,0,412,,,
5511583725,1217,0,1217,,,
5511584225,654,0,654,,,
5511585275,2074,0,2074,,,
5511588325,562,0,562,,,
5511588350,528,0,528,,,
5511700450,344,0,344,,,
5511712825,431,0,431,,,
5511713475,1436,0,1436,,,
5511723275,816,0,816,,,
5511729350,324,0,324,,,
5511731100,1066,0,1066,,,
5511734050,1320,0,1320,,,
5511735375,1662,0,1662,,,
5511736025,2285,0,2285,,,
5511740275,1618,0,1618,,,
5511744150,2087,0,2087,,,
5511746575,1064,0,1064,,,
5511753375,834,0,834,,,
5511754475,569,0,569,,,
5511760100,2142,0,2142,,,
5511763700,1286,0,1286,,,
5511763700,1309,0,1309,,,
5511763700,1363,0,1363,,,
5511763700,1455,0,1455,,,
5511763725,2226,0,2226,,,
5511766200,1081,0,1081,,,
5511767150,1608,0,1608,,,
5511770350,257,0,257,,,
5511772350,1328,0,1328,,,
5511772975,0,0,0,,,
5511772975,0,0,0,,,
5511772975,0,0,0,,,
5511772975,0,0,0,,,
5511772975,119,0,119,,,
5511772975,135,0,135,,,
5511772975,303,0,303,,,
5511772975,527,0,527,,,
5511772975,595,0,595,,,
5511772975,648,0,648,,,
5511772975,882,0,882,,,
5511772975,898,0,898,,,
5511772975,932,0,932,,,
5511772975,948,0,948,,,
5511772975,993,0,993,,,
5511772975,1022,0,1022,,,
5511772975,1036,0,1036,,,
5511772975,1056,0,1056,,,
5511772975,1060,0,1060,,,
5511772975,1079,0,1079,,,
5511772975,1151,0,1151,,,
5511772975,1184,0,1184,,,
5511772975,1221,0,1221,,,
5511772975,1282,0,1282,,,
5511772975,1380,0,1380,,,
5511772975,1486,0,1486,,,
5511772975,1534,0,1534,,,
5511772975,1590,0,1590,,,
5511772975,1629,0,1629,,,
5511772975,1690,0,1690,,,
5511773000,5357,0,5357,,,
5511773025,1735,0,1735,,,
5511773025,1790,0,1790,,,
5511773025,1966,0,1966,,,
5511773050,1184,0,1184,,,
5511773425,1063,0,1063,,,
5511783100,354,0,354,,,
5511787500,2548,0,2548,,,
5511903900,205,0,205,,,
5511910400,507,0,507,,,
5511914200,461,0,461,,,
5511915450,156,0,156,,,
5511919225,401,0,401,,,
5511926425,155,0,155,,,
5511929175,241,0,241,,,
5511929837,315,0,315,,,
5511931600,391,0,391,,,
5511931750,153,0,153,,,
5511932300,472,0,472,,,
5511935525,329,0,329,,,
5511938627,182,0,182,,,
5511944900,667,0,667,,,
5511946150,58,0,58,,,
5511946925,211,0,211,,,
5511948925,206,0,206,,,
5511950425,2511,0,2511,,,
5511950450,1513,0,1513,,,
5511953550,205,0,205,,,
5511962100,104,0,104,,,
5511967275,478,0,478,,,
5511967300,482,0,482,,,
5511969400,235,0,235,,,
5511977100,285,0,285,,,
5511978950,207,0,207,,,
5511985450,454,0,454,,,
5512100925,396,0,396,,,
5512102500,1105,0,1105,,,
5512102525,1077,0,1077,,,
5512108075,664,0,664,,,
5512111325,277,0,277,,,
5512111975,594,0,594,,,
5512114525,160,0,160,,,
5512120300,274,0,274,,,
5512123175,327,0,327,,,
5512124400,306,0,306,,,
5512124425,839,0,839,,,
5512128150,1095,0,1095,,,
5512128200,980,0,980,,,
5512132050,1086,0,1086,,,
5512136800,624,0,624,,,
5512144500,414,0,414,,,
5512160575,1069,0,1069,,,
5512162650,414,0,414,,,
5512162675,237,0,237,,,
5512165500,497,0,497,,,
5512177825,668,0,668,,,
5512178500,548,0,548,,,
5512180475,1064,0,1064,,,
5512180500,1184,0,1184,,,
5512181875,316,0,316,,,
5512186725,866,0,866,,,
5512306900,920,0,920,,,
5512314150,184,0,184,,,
5512314675,608,0,608,,,
5512315675,298,0,298,,,
5512316875,509,0,509,,,
5512316900,523,0,523,,,
5512319850,167,0,167,,,
5512326550,329,0,329,,,
5512327400,674,0,674,,,
5512328625,169,0,169,,,
5512328650,489,0,489,,,
5512331625,238,0,238,,,
5512332225,640,0,640,,,
5512332725,310,0,310,,,
5512334825,803,0,803,,,
5512334850,422,0,422,,,
5512337975,52,0,52,,,
5512339475,345,0,345,,,
5512340875,422,0,422,,,
5512343900,181,0,181,,,
5512360075,233,0,233,,,
5512366450,222,0,222,,,
5512376725,221,0,221,,,
5512377075,373,0,373,,,
5512377550,537,0,537,,,
5512381675,283,0,283,,,
5512382900,142,0,142,,,
5512382925,2745,0,2745,,,
5512382950,144,0,144,,,
5512385050,435,0,435,,,
5512385475,1360,0,1360,,,
5512386525,415,0,415,,,
5512386900,270,0,270,,,
5512502450,2401,0,2401,,,
5512508950,863,0,863,,,
5512515850,838,0,838,,,
5512516750,959,0,959,,,
5512521625,908,0,908,,,
5512540687,1972,0,1972,,,
5512542325,704,0,704,,,
5512544525,1880,0,1880,,,
5512548462,585,0,585,,,
5512562425,961,0,961,,,
5512563625,448,0,448,,,
5512565425,632,0,632,,,
5512570725,1573,0,1573,,,
5512583750,1217,0,1217,,,
5512587600,391,0,391,,,
5512708275,805,0,805,,,
5512711200,0,0,0,,,
5512718825,858,0,858,,,
5512718850,991,0,991,,,
5512719450,4211,0,4211,,,
5512719475,3197,0,3197,,,
5512722100,2796,0,2796,,,
5512722125,564,0,564,,,
5512722125,994,0,994,,,
5512722125,1326,0,1326,,,
5512723300,0,0,0,,,
5512723300,5582,0,5582,,,
5512726350,1111,0,1111,,,
5512728550,3025,0,3025,,,
5512728675,1534,0,1534,,,
5512740950,1398,0,1398,,,
5512741050,1631,0,1631,,,
5512741450,927,0,927,,,
5512741450,972,0,972,,,
5512741450,1134,0,1134,,,
5512741450,1149,0,1149,,,
5512744750,295,0,295,,,
5512744750,1245,0,1245,,,
5512746725,2254,0,2254,,,
5512755050,75,0,75,,,
5512767725,1241,0,1241,,,
5512772875,788,0,788,,,
5512772900,550,0,550,,,
5512776175,1523,0,1523,,,
5512778100,2586,0,2586,,,
5512780875,1762,0,1762,,,
5512783250,1490,0,1490,,,
5512783275,1099,0,1099,,,
5512786925,1571,0,1571,,,
5512786925,1574,0,1574,,,
5512786925,1970,0,1970,,,
5512786925,3023,0,3023,,,
5512786950,81,0,81,,,
5512786950,967,0,967,,,
5512787200,1858,0,1858,,,
5512799999,2277,0,2277,,,
5512904950,287,0,287,,,
5512905125,702,0,702,,,
5512905225,344,0,344,,,
5512905875,502,0,502,,,
5512907550,257,0,257,,,
5512907575,433,0,433,,,
5512910150,200,0,200,,,
5512912925,331,0,331,,,
5512914425,219,0,219,,,
5512917850,185,0,185,,,
5512924600,786,0,786,,,
5512928025,106,0,106,,,
5512931825,142,0,142,,,
5512945650,500,0,500,,,
5512947025,399,0,399,,,
5512953250,314,0,314,,,
5512953275,647,0,647,,,
5512971637,263,0,263,,,
5512973200,938,0,938,,,
5512975625,1567,0,1567,,,
5512975650,528,0,528,,,
5512975800,296,0,296,,,
5512977350,169,0,169,,,
5512977650,332,0,332,,,
5512980450,669,0,669,,,
5513100425,2450,0,2450,,,
5513105050,1977,0,1977,,,
5513124225,2933,0,2933,,,
5513125375,2545,0,2545,,,
5513128875,3502,0,3502,,,
5513128875,3503,0,3503,,,
5513128875,3545,0,3545,,,
5513128875,3714,0,3714,,,
5513128900,11,0,11,,,
5513133000,405,0,405,,,
5513133000,1307,0,1307,,,
5513133000,1604,0,1604,,,
5513133000,2541,0,2541,,,
5513133000,2959,0,2959,,,
5513133025,2604,0,2604,,,
5513137675,1,0,1,,,
5513137675,4481,0,4481,,,
5513137700,3150,0,3150,,,
5513139300,2691,0,2691,,,
5513139325,802,0,802,,,
5513153000,0,0,0,,,
5513156450,750,0,750,,,
5513163875,2908,0,2908,,,
5513167475,748,0,748,,,
5513167475,976,0,976,,,
5513167475,2042,0,2042,,,
5513167475,2454,0,2454,,,
5513167475,2507,0,2507,,,
5513174400,3471,0,3471,,,
5513180575,725,0,725,,,
5513180575,2704,0,2704,,,
5513184900,1455,0,1455,,,
5513185350,4,0,4,,,
5513185350,2156,0,2156,,,
5513185350,2185,0,2185,,,
5513185350,2240,0,2240,,,
5513185350,2253,0,2253,,,
5513185350,2303,0,2303,,,
5513185350,2517,0,2517,,,
5513185350,2565,0,2565,,,
5513185350,2630,0,2630,,,
5513185375,3768,0,3768,,,
5513307200,916,0,916,,,
5513310025,522,0,522,,,
5513310025,829,0,829,,,
5513310025,890,0,890,,,
5513310025,980,0,980,,,
5513310025,1047,0,1047,,,
5513310025,1057,0,1057,,,
5513310025,1085,0,1085,,,
5513310025,1134,0,1134,,,
5513310025,1144,0,1144,,,
5513310025,1175,0,1175,,,
5513310025,1177,0,1177,,,
5513310025,1218,0,1218,,,
5513310025,1222,0,1222,,,
5513310025,1250,0,1250,,,
5513310025,1364,0,1364,,,
5513310025,1390,0,1390,,,
5513310025,1451,0,1451,,,
5513310025,1452,0,1452,,,
5513310025,1480,0,1480,,,
5513310025,1511,0,1511,,,
5513310025,1528,0,1528,,,
5513310025,1537,0,1537,,,
5513310025,1559,0,1559,,,
5513310025,1567,0,1567,,,
5513310050,345,0,345,,,
5513310050,2008,0,2008,,,
5513310050,2444,0,2444,,,
5513311475,1289,0,1289,,,
5513314225,431,0,431,,,
5513319400,5242,0,5242,,,
5513319425,1104,0,1104,,,
5513319425,1413,0,1413,,,
5513319425,1413,0,1413,,,
5513319425,2364,0,2364,,,
5513320550,1657,0,1657,,,
5513321425,1312,0,1312,,,
5513321450,2477,0,2477,,,
5513323575,2434,0,2434,,,
5513323575,2640,0,2640,,,
5513328487,1764,0,1764,,,
5513328487,1817,0,1817,,,
5513328487,2081,0,2081,,,
5513333100,3105,0,3105,,,
5513333100,3280,0,3280,,,
5513340750,250,0,250,,,
5513342450,805,0,805,,,
5513344850,864,0,864,,,
5513344850,1662,0,1662,,,
5513344850,2454,0,2454,,,
5513344850,2671,0,2671,,,
5513351000,580,0,580,,,
5513351000,654,0,654,,,
5513351000,660,0,660,,,
5513351000,730,0,730,,,
5513351000,874,0,874,,,
5513351000,926,0,926,,,
5513351000,928,0,928,,,
5513351000,965,0,965,,,
5513351000,984,0,984,,,
5513351000,1030,0,1030,,,
5513351000,1072,0,1072,,,
5513351000,1108,0,1108,,,
5513351000,1171,0,1171,,,
5513351000,1262,0,1262,,,
5513351000,1350,0,1350,,,
5513351000,1357,0,1357,,,
5513351000,1381,0,1381,,,
5513351000,1390,0,1390,,,
5513351000,1398,0,1398,,,
5513351000,1415,0,1415,,,
5513351000,1544,0,1544,,,
5513351000,1603,0,1603,,,
5513351000,1632,0,1632,,,
5513351375,3,0,3,,,
5513351375,2274,0,2274,,,
5513351400,2105,0,2105,,,
5513351400,4247,0,4247,,,
5513353000,0,0,0,,,
5513355050,4991,0,4991,,,
5513355075,1742,0,1742,,,
5513355075,3854,0,3854,,,
5513355275,2247,0,2247,,,
5513355275,2376,0,2376,,,
5513355275,2462,0,2462,,,
5513355275,2571,0,2571,,,
5513355275,2606,0,2606,,,
5513355275,2698,0,2698,,,
5513355275,2824,0,2824,,,
5513355550,1052,0,1052,,,
5513356375,5,0,5,,,
5513356375,146,0,146,,,
5513356375,193,0,193,,,
5513356375,209,0,209,,,
5513356375,223,0,223,,,
5513356375,253,0,253,,,
5513356375,324,0,324,,,
5513356375,431,0,431,,,
5513356375,519,0,519,,,
5513356375,660,0,660,,,
5513356375,902,0,902,,,
5513356375,1094,0,1094,,,
5513356375,1121,0,1121,,,
5513356375,1302,0,1302,,,
5513356375,1322,0,1322,,,
5513356375,1420,0,1420,,,
5513356375,1474,0,1474,,,
5513356375,1516,0,1516,,,
5513356375,1533,0,1533,,,
5513356375,1553,0,1553,,,
5513356375,1711,0,1711,,,
5513356375,1897,0,1897,,,
5513356375,1920,0,1920,,,
5513356375,1963,0,1963,,,
5513356375,2015,0,2015,,,
5513356375,2042,0,2042,,,
5513356375,2229,0,2229,,,
5513358400,1586,0,1586,,,
5513359250,2659,0,2659,,,
5513359250,2718,0,2718,,,
5513359250,2952,0,2952,,,
5513359250,3079,0,3079,,,
5513359275,26,0,26,,,
5513359275,2005,0,2005,,,
5513359275,2093,0,2093,,,
5513359275,2449,0,2449,,,
5513359300,455,0,455,,,
5513360700,2891,0,2891,,,
5513362240,3416,0,3416,,,
5513362240,3616,0,3616,,,
5513362240,3981,0,3981,,,
5513362250,2401,0,2401,,,
5513362250,2966,0,2966,,,
5513378375,1158,0,1158,,,
5513378375,2313,0,2313,,,
5513378750,1162,0,1162,,,
5513378750,1654,0,1654,,,
5513378750,2074,0,2074,,,
5513378750,2259,0,2259,,,
5513382575,2005,0,2005,,,
5513382575,2463,0,2463,,,
5513383175,1983,0,1983,,,
5513384250,0,0,0,,,
5513384250,0,0,0,,,
5513384250,0,0,0,,,
5513384250,0,0,0,,,
5513384250,0,0,0,,,
5513384250,0,0,0,,,
5513384250,0,0,0,,,
5513384250,0,0,0,,,
5513384250,0,0,0,,,
5513384250,59,0,59,,,
5513384250,257,0,257,,,
5513384250,419,0,419,,,
5513384250,450,0,450,,,
5513384250,522,0,522,,,
5513384250,550,0,550,,,
5513384250,591,0,591,,,
5513384250,600,0,600,,,
5513384250,672,0,672,,,
5513384250,739,0,739,,,
5513384250,745,0,745,,,
5513384250,842,0,842,,,
5513384250,866,0,866,,,
5513384250,976,0,976,,,
5513384250,1046,0,1046,,,
5513384250,1173,0,1173,,,
5513384250,1179,0,1179,,,
5513384250,1179,0,1179,,,
5513384250,1191,0,1191,,,
5513384250,1225,0,1225,,,
5513384250,1272,0,1272,,,
5513384250,1296,0,1296,,,
5513384250,1366,0,1366,,,
5513384250,1370,0,1370,,,
5513384250,1384,0,1384,,,
5513384250,1465,0,1465,,,
5513384250,1467,0,1467,,,
5513384250,1467,0,1467,,,
5513384250,1472,0,1472,,,
5513384250,1557,0,1557,,,
5513384250,1624,0,1624,,,
5513384250,1628,0,1628,,,
5513384250,1706,0,1706,,,
5513384250,1878,0,1878,,,
5513384250,1924,0,1924,,,
5513384250,1982,0,1982,,,
5513384250,2047,0,2047,,,
5513384250,2455,0,2455,,,
5513384275,6,0,6,,,
5513384275,1090,0,1090,,,
5513384275,2482,0,2482,,,
5513384275,3065,0,3065,,,
5513505625,476,0,476,,,
5513507250,56,0,56,,,
5513512000,1151,0,1151,,,
5513515725,2390,0,2390,,,
5513519025,1889,0,1889,,,
5513521200,439,0,439,,,
5513523850,173,0,173,,,
5513525400,2555,0,2555,,,
5513527800,498,0,498,,,
5513527850,453,0,453,,,
5513532925,291,0,291,,,
5513533850,407,0,407,,,
5513537025,746,0,746,,,
5513537050,637,0,637,,,
5513542650,793,0,793,,,
5513543075,1045,0,1045,,,
5513544575,965,0,965,,,
5513545300,846,0,846,,,
5513548350,723,0,723,,,
5513549400,617,0,617,,,
5513549975,589,0,589,,,
5513555025,666,0,666,,,
5513555025,1204,0,1204,,,
5513556925,625,0,625,,,
5513556925,711,0,711,,,
5513556925,791,0,791,,,
5513556925,864,0,864,,,
5513559475,90,0,90,,,
5513569900,887,0,887,,,
5513570900,427,0,427,,,
5513571975,227,0,227,,,
5513572000,751,0,751,,,
5513581700,478,0,478,,,
5513584375,3407,0,3407,,,
5513584400,767,0,767,,,
5513586400,931,0,931,,,
5513586425,363,0,363,,,
5513589375,199,0,199,,,
5513703925,616,0,616,,,
5513706925,53,0,53,,,
5513708300,622,0,622,,,
5513716375,255,0,255,,,
5513716400,444,0,444,,,
5513718475,615,0,615,,,
5513719300,492,0,492,,,
5513732450,244,0,244,,,
5513732475,330,0,330,,,
5513743500,981,0,981,,,
5513745425,255,0,255,,,
5513749425,1365,0,1365,,,
5513754825,831,0,831,,,
5513759225,266,0,266,,,
5513763150,426,0,426,,,
5513763175,301,0,301,,,
5513764975,964,0,964,,,
5513766625,537,0,537,,,
5513767550,269,0,269,,,
5513769425,409,0,409,,,
5513771825,697,0,697,,,
5513776400,959,0,959,,,
5513783425,379,0,379,,,
5513784625,947,0,947,,,
5513784650,885,0,885,,,
5513787075,422,0,422,,,
5513901025,2526,0,2526,,,
5513901025,2533,0,2533,,,
5513902375,133,0,133,,,
5513902375,468,0,468,,,
5513908000,1859,0,1859,,,
5513915150,2795,0,2795,,,
5513950825,0,0,0,,,
5513950825,0,0,0,,,
5513950825,1179,0,1179,,,
5513950825,2391,0,2391,,,
5513950825,2485,0,2485,,,
5513950825,2639,0,2639,,,
5513950850,2110,0,2110,,,
5513950850,2197,0,2197,,,
5513950850,3221,0,3221,,,
5513950850,3968,0,3968,,,
5513955750,2178,0,2178,,,
5513955750,2449,0,2449,,,
5513955750,2688,0,2688,,,
5513955750,2777,0,2777,,,
5513955750,3009,0,3009,,,
5513955750,3281,0,3281,,,
5513955775,2480,0,2480,,,
5513955850,1027,0,1027,,,
5513956100,488,0,488,,,
5513959875,2084,0,2084,,,
5513959900,1400,0,1400,,,
5513960500,0,0,0,,,
5513960500,0,0,0,,,
5513960500,0,0,0,,,
5513960500,0,0,0,,,
5513960500,2,0,2,,,
5513960500,2,0,2,,,
5513960500,3,0,3,,,
5513960500,38,0,38,,,
5513960500,100,0,100,,,
5513960500,106,0,106,,,
5513960500,284,0,284,,,
5513960500,312,0,312,,,
5513960500,548,0,548,,,
5513960500,561,0,561,,,
5513960500,561,0,561,,,
5513960500,846,0,846,,,
5513960500,935,0,935,,,
5513960500,1133,0,1133,,,
5513960500,1164,0,1164,,,
5513960500,1240,0,1240,,,
5513960500,1247,0,1247,,,
5513960500,1265,0,1265,,,
5513960500,1297,0,1297,,,
5513960500,1316,0,1316,,,
5513960500,1330,0,1330,,,
5513960500,1382,0,1382,,,
5513960500,1433,0,1433,,,
5513960500,1440,0,1440,,,
5513960500,1440,0,1440,,,
5513960500,1506,0,1506,,,
5513960500,1516,0,1516,,,
5513960500,1533,0,1533,,,
5513960500,1540,0,1540,,,
5513960500,1545,0,1545,,,
5513960500,1551,0,1551,,,
5513960500,1561,0,1561,,,
5513960500,1571,0,1571,,,
5513960500,1611,0,1611,,,
5513960500,1690,0,1690,,,
5513960500,1763,0,1763,,,
5513960500,2039,0,2039,,,
5513960500,2237,0,2237,,,
5513960525,50,0,50,,,
5513960525,1808,0,1808,,,
5513964875,868,0,868,,,
5513970125,1017,0,1017,,,
5513982175,1020,0,1020,,,
5513982875,3,0,3,,,
5513982875,1345,0,1345,,,
5513987650,1268,0,1268,,,
5513987900,1687,0,1687,,,
5513987925,8,0,8,,,
5513987925,1813,0,1813,,,
5513988475,267,0,267,,,
5513988475,592,0,592,,,
5514103025,181,0,181,,,
5514103050,520,0,520,,,
5514103775,427,0,427,,,
5514103800,492,0,492,,,
5514107650,531,0,531,,,
5514112275,333,0,333,,,
5514112775,281,0,281,,,
5514117525,125,0,125,,,
5514120075,228,0,228,,,
5514130125,5340,0,5340,,,
5514132575,449,0,449,,,
5514134250,535,0,535,,,
5514134675,127,0,127,,,
5514144550,1096,0,1096,,,
5514149675,785,0,785,,,
5514149675,823,0,823,,,
